plot;abbr;layer;cov;voucher;determined;history
sp069;clem vita;sl;+;;;
sp069;cory avel;sl;3;;;
sp069;euon euro;sl;+;;;
sp069;loni xylo;sl;+;;;
sp069;prun padu padu;sl;1;;;
sp069;tili cord;sl;1;;;
sp069;ulmu glab;sl;1;;;
sp069;carp betu;tl1;2a;;;
sp069;frax exce;tl1;1;;;
sp069;tili cord;tl1;2b;;;
sp069;ulmu glab;tl1;1;;;
sp069;clem vita;tl2;1;;;
sp069;fagu sylv;tl2;1;;;
sp069;frax exce;tl2;1;;;
sp069;prun padu padu;tl2;1;;;
sp069;tili cord;tl2;2a;;;
sp069;ulmu glab;tl2;3;;;
sp070;acer pseu;hl;1;;;
sp070;aspl viri;hl;+;;;
sp070;brac sylv;hl;1;;;
sp070;cala vari;hl;2a;;;
sp070;care flac;hl;+;;;
sp070;equi palu;hl;+;;;
sp070;hede heli;hl;+;;;
sp070;aneu ping;ml;+;cf.;;
sp070;cono coni;ml;+;;;
sp070;palu comm comm;ml;3;;;
