plot;variable;value
T5-08;stones;0
T5-09;stones;0
T5-10;stones;0
W1-01;stones;15
W1-02;stones;12
W1-03;stones;35
W1-04;stones;3
W1-05;stones;15
W1-06;stones;2
W1-07;stones;15
W1-08;stones;15
W1-09;stones;10
W1-10;stones;35
W2-01;stones;15
W2-02;stones;5
W2-03;stones;50
W2-04;stones;40
W2-05;stones;10
W2-06;stones;10
W2-07;stones;10
W2-08;stones;0
W2-09;stones;3
W2-10;stones;15
W3-01;stones;0
W3-02;stones;0
W3-03;stones;0
W3-04;stones;0
W3-05;stones;0
W3-06;stones;0
W3-07;stones;0
W3-08;stones;0
W3-09;stones;0
W3-10;stones;0
W4-01;stones;20
W4-02;stones;20
W4-03;stones;20
W4-04;stones;12
W4-05;stones;30
W4-06;stones;28
W4-07;stones;60
W4-08;stones;32
W4-09;stones;10
W4-10;stones;5
W5-01;stones;20
W5-02;stones;25
W5-03;stones;28
W5-04;stones;13
W5-05;stones;5
W5-06;stones;3
W5-07;stones;5
W5-08;stones;23
W5-09;stones;5
W5-10;stones;0
W6-01;stones;0
W6-02;stones;0
W6-03;stones;5
W6-04;stones;0
W6-05;stones;0
W6-06;stones;0
W6-07;stones;0
W6-08;stones;0
W6-09;stones;0
W6-10;stones;0
W7-01;stones;0
W7-02;stones;0
W7-03;stones;0
W7-04;stones;0
W7-05;stones;0
W7-06;stones;0
W7-07;stones;0
W7-08;stones;0
W7-09;stones;0
W7-10;stones;0
WMa1-01;stones;0
WMa1-02;stones;0
WMa1-03;stones;0
WMa1-04;stones;0
WMa1-05;stones;0
WMa1-06;stones;0
WMa1-07;stones;0
WMa1-08;stones;0
WMa1-09;stones;0
WMa1-10;stones;0
WMa2-01;stones;0
WMa2-02;stones;0
WMa2-03;stones;0
WMa2-04;stones;0
WMa2-05;stones;0
WMa2-06;stones;0
WMa2-07;stones;0
WMa2-08;stones;0
WMa2-09;stones;0
WMa2-10;stones;0
WMa3-01;stones;0
WMa3-02;stones;0
WMa3-03;stones;0
WMa3-04;stones;0
WMa3-05;stones;0
WMa3-06;stones;0
WMa3-07;stones;0
WMa3-08;stones;0
WMa3-09;stones;0
WMa3-10;stones;0
WMa4-01;stones;0
WMa4-02;stones;0
WMa4-03;stones;0
WMa4-04;stones;0
WMa4-05;stones;0
WMa4-06;stones;0
WMa4-07;stones;0
WMa4-08;stones;0
WMa4-09;stones;0
WMa4-10;stones;0
WMa5-01;stones;1
WMa5-02;stones;2
WMa5-03;stones;2
WMa5-04;stones;0
WMa5-05;stones;20
WMa5-06;stones;0
WMa5-07;stones;0
WMa5-08;stones;10
WMa5-09;stones;60
WMa5-10;stones;2
WMb1-01;stones;0
WMb1-02;stones;0
WMb1-03;stones;0
WMb1-04;stones;0
WMb1-05;stones;0
WMb1-06;stones;0
WMb1-07;stones;0
WMb1-08;stones;0
WMb1-09;stones;0
WMb1-10;stones;0
WMb2-01;stones;0
WMb2-02;stones;0
WMb2-03;stones;0
WMb2-04;stones;0
WMb2-05;stones;0
WMb2-06;stones;0
WMb2-07;stones;0
WMb2-08;stones;0
WMb2-09;stones;0
WMb2-10;stones;0
WMb3-01;stones;0
WMb3-02;stones;0
WMb3-03;stones;0
WMb3-04;stones;0
WMb3-05;stones;0
WMb3-06;stones;0
WMb3-07;stones;0
WMb3-08;stones;0
WMb3-09;stones;0
WMb3-10;stones;0
WMb4-01;stones;0
WMb4-02;stones;0
WMb4-03;stones;0
WMb4-04;stones;0
WMb4-05;stones;0
WMb4-06;stones;0
WMb4-07;stones;0
WMb4-08;stones;0
WMb4-09;stones;0
WMb4-10;stones;0
WMb5-01;stones;0
WMb5-02;stones;0
WMb5-03;stones;0
WMb5-04;stones;0
WMb5-05;stones;0
WMb5-06;stones;0
WMb5-07;stones;0
WMb5-08;stones;0
WMb5-09;stones;0
WMb5-10;stones;0
H1-01;scov;0
H1-02;scov;0
H1-03;scov;0
H1-04;scov;0
H1-05;scov;0
H1-06;scov;0
H1-07;scov;0
H1-08;scov;0
H1-09;scov;0
H1-10;scov;0
H2-01;scov;0
H2-02;scov;0
H2-03;scov;0
H2-04;scov;0
H2-05;scov;0
H2-06;scov;0
H2-07;scov;0
H2-08;scov;0
H2-09;scov;0
H2-10;scov;0
H3-01;scov;0
H3-02;scov;0
H3-03;scov;0
H3-04;scov;0
H3-05;scov;0
H3-06;scov;0
H3-07;scov;0
H3-08;scov;0
H3-09;scov;0
H3-10;scov;0
H4-01;scov;0
H4-02;scov;0
H4-03;scov;0
H4-04;scov;0
H4-05;scov;0
H4-06;scov;0
H4-07;scov;0
H4-08;scov;0
H4-09;scov;0
H4-10;scov;0
H5-01;scov;0
H5-02;scov;0
H5-03;scov;0
H5-04;scov;0
H5-05;scov;0
H5-06;scov;0
H5-07;scov;0
H5-08;scov;0
H5-09;scov;0
H5-10;scov;0
H6-01;scov;0
H6-02;scov;0
H6-03;scov;0
H6-04;scov;0
H6-05;scov;4
H6-06;scov;4
H6-07;scov;0
H6-08;scov;0
H6-09;scov;0
H6-10;scov;0
H7-01;scov;0
H7-02;scov;0
H7-03;scov;0
H7-04;scov;0
H7-05;scov;0
H7-06;scov;0
H7-07;scov;0
H7-08;scov;0
H7-09;scov;0
H7-10;scov;0
HO1-01;scov;0
HO1-02;scov;0
HO1-03;scov;0
HO1-04;scov;0
HO1-05;scov;0
HO1-06;scov;0
HO1-07;scov;0
HO1-08;scov;0
HO1-09;scov;0
HO1-10;scov;0
HO2-01;scov;0
HO2-02;scov;0
HO2-03;scov;0
HO2-04;scov;0
HO2-05;scov;0
HO2-06;scov;0
HO2-07;scov;0
HO2-08;scov;0
HO2-09;scov;0
HO2-10;scov;0
HO3-01;scov;75
HO3-02;scov;0
HO3-03;scov;2
HO3-04;scov;20
HO3-05;scov;60
HO3-06;scov;15
HO3-07;scov;5
HO3-08;scov;50
HO3-09;scov;45
HO3-10;scov;35
HO4-01;scov;0
HO4-02;scov;0
HO4-03;scov;0
HO4-04;scov;0
HO4-05;scov;0
HO4-06;scov;0
HO4-07;scov;0
HO4-08;scov;0
HO4-09;scov;0
HO4-10;scov;0
HO5-01;scov;0
HO5-02;scov;0
HO5-03;scov;0
HO5-04;scov;0
HO5-05;scov;0
HO5-06;scov;0
HO5-07;scov;0
HO5-08;scov;0
HO5-09;scov;0
HO5-10;scov;0
T1-01;scov;0
T1-02;scov;0
T1-03;scov;0
T1-04;scov;0
T1-05;scov;0
T1-06;scov;0
T1-07;scov;0
T1-08;scov;0
T1-09;scov;0
T1-10;scov;0
T2-01;scov;0
T2-02;scov;0
T2-03;scov;0
T2-04;scov;0
T2-05;scov;0
T2-06;scov;0
T2-07;scov;0
T2-08;scov;0
T2-09;scov;0
T2-10;scov;0
T3-01;scov;0
T3-02;scov;0
T3-03;scov;0
T3-04;scov;0
T3-05;scov;0
T3-06;scov;0
T3-07;scov;0
T3-08;scov;0
T3-09;scov;0
T3-10;scov;0
T4-01;scov;0
T4-02;scov;0
T4-03;scov;0
T4-04;scov;0
T4-05;scov;0
T4-06;scov;0
T4-07;scov;0
T4-08;scov;0
T4-09;scov;0
T4-10;scov;0
T5-01;scov;0
T5-02;scov;0
T5-03;scov;0
T5-04;scov;0
T5-05;scov;0
T5-06;scov;0
T5-07;scov;0
T5-08;scov;0
T5-09;scov;0
T5-10;scov;0
W1-01;scov;0
W1-02;scov;0
W1-03;scov;40
W1-04;scov;0
W1-05;scov;0
W1-06;scov;7
W1-07;scov;0
W1-08;scov;0
W1-09;scov;0
W1-10;scov;0
W2-01;scov;0
W2-02;scov;0
W2-03;scov;0
W2-04;scov;0
W2-05;scov;0
W2-06;scov;0
W2-07;scov;0
W2-08;scov;0
W2-09;scov;0
W2-10;scov;0
W3-01;scov;0
W3-02;scov;0
W3-03;scov;0
W3-04;scov;0
W3-05;scov;0
W3-06;scov;0
W3-07;scov;0
W3-08;scov;0
W3-09;scov;0
W3-10;scov;0
W4-01;scov;0
W4-02;scov;8
W4-03;scov;30
W4-04;scov;0
W4-05;scov;0
W4-06;scov;5
W4-07;scov;0
W4-08;scov;0
W4-09;scov;0
W4-10;scov;15
W5-01;scov;0
W5-02;scov;0
W5-03;scov;2
W5-04;scov;15
W5-05;scov;5
W5-06;scov;10
W5-07;scov;45
W5-08;scov;5
W5-09;scov;45
W5-10;scov;20
W6-01;scov;0
W6-02;scov;0
W6-03;scov;0
W6-04;scov;0
W6-05;scov;0
W6-06;scov;0
W6-07;scov;0
W6-08;scov;0
W6-09;scov;0
W6-10;scov;0
W7-01;scov;0
W7-02;scov;0
W7-03;scov;0
W7-04;scov;0
W7-05;scov;0
W7-06;scov;0
W7-07;scov;0
W7-08;scov;0
W7-09;scov;0
W7-10;scov;0
WMa1-01;scov;0
WMa1-02;scov;0
WMa1-03;scov;0
WMa1-04;scov;0
WMa1-05;scov;0
WMa1-06;scov;0
WMa1-07;scov;0
WMa1-08;scov;0
WMa1-09;scov;0
WMa1-10;scov;0
WMa2-01;scov;0
WMa2-02;scov;0
WMa2-03;scov;0
WMa2-04;scov;0
WMa2-05;scov;0
WMa2-06;scov;0
WMa2-07;scov;0
WMa2-08;scov;0
WMa2-09;scov;0
WMa2-10;scov;0
WMa3-01;scov;0
WMa3-02;scov;0
WMa3-03;scov;0
WMa3-04;scov;0
WMa3-05;scov;0
WMa3-06;scov;0
WMa3-07;scov;0
WMa3-08;scov;0
WMa3-09;scov;0
WMa3-10;scov;0
WMa4-01;scov;0
WMa4-02;scov;0
WMa4-03;scov;0
WMa4-04;scov;0
WMa4-05;scov;0
WMa4-06;scov;0
WMa4-07;scov;0
WMa4-08;scov;0
WMa4-09;scov;0
WMa4-10;scov;0
WMa5-01;scov;0
WMa5-02;scov;0
WMa5-03;scov;0
WMa5-04;scov;0
WMa5-05;scov;0
WMa5-06;scov;0
WMa5-07;scov;0
WMa5-08;scov;0
WMa5-09;scov;0
WMa5-10;scov;0
WMb1-01;scov;0
WMb1-02;scov;0
WMb1-03;scov;0
WMb1-04;scov;0
WMb1-05;scov;0
WMb1-06;scov;0
WMb1-07;scov;0
WMb1-08;scov;0
WMb1-09;scov;0
WMb1-10;scov;0
WMb2-01;scov;0
WMb2-02;scov;0
WMb2-03;scov;0
WMb2-04;scov;0
WMb2-05;scov;0
WMb2-06;scov;0
WMb2-07;scov;0
WMb2-08;scov;0
WMb2-09;scov;0
WMb2-10;scov;0
WMb3-01;scov;0
WMb3-02;scov;0
WMb3-03;scov;0
WMb3-04;scov;0
WMb3-05;scov;0
WMb3-06;scov;0
WMb3-07;scov;0
WMb3-08;scov;0
WMb3-09;scov;0
WMb3-10;scov;0
WMb4-01;scov;5
WMb4-02;scov;3
WMb4-03;scov;0
WMb4-04;scov;0
WMb4-05;scov;0
WMb4-06;scov;0
WMb4-07;scov;0
WMb4-08;scov;3
WMb4-09;scov;0
WMb4-10;scov;5
WMb5-01;scov;0
WMb5-02;scov;0
WMb5-03;scov;0
WMb5-04;scov;0
WMb5-05;scov;0
WMb5-06;scov;0
WMb5-07;scov;0
WMb5-08;scov;0
WMb5-09;scov;0
WMb5-10;scov;0
H1-01;date;2009-06-16
H1-02;date;2009-06-16
H1-03;date;2009-06-16
H1-04;date;2009-06-16
H1-05;date;2009-06-16
H1-06;date;2009-06-16
H1-07;date;2009-06-16
H1-08;date;2009-06-16
H1-09;date;2009-06-16
H1-10;date;2009-06-16
H2-01;date;2009-06-16
H2-02;date;2009-06-16
H2-03;date;2009-06-16
H2-04;date;2009-06-16
H2-05;date;2009-06-16
H2-06;date;2009-06-16
H2-07;date;2009-06-16
H2-08;date;2009-06-16
H2-09;date;2009-06-16
H2-10;date;2009-06-16
H3-01;date;2009-06-16
H3-02;date;2009-06-16
H3-03;date;2009-06-16
H3-04;date;2009-06-16
H3-05;date;2009-06-16
H3-06;date;2009-06-16
H3-07;date;2009-06-16
H3-08;date;2009-06-16
H3-09;date;2009-06-16
H3-10;date;2009-06-16
H4-01;date;2009-06-16
H4-02;date;2009-06-16
H4-03;date;2009-06-16
H4-04;date;2009-06-16
H4-05;date;2009-06-16
H4-06;date;2009-06-16
H4-07;date;2009-06-16
H4-08;date;2009-06-16
H4-09;date;2009-06-16
H4-10;date;2009-06-16
H5-01;date;2009-07-01
H5-02;date;2009-07-01
H5-03;date;2009-07-01
H5-04;date;2009-07-01
H5-05;date;2009-07-01
H5-06;date;2009-07-01
H5-07;date;2009-07-01
H5-08;date;2009-07-01
H5-09;date;2009-07-01
H5-10;date;2009-07-01
H6-01;date;2009-07-01
H6-02;date;2009-07-01
H6-03;date;2009-07-01
H6-04;date;2009-07-01
H6-05;date;2009-07-01
H6-06;date;2009-07-01
H6-07;date;2009-07-01
H6-08;date;2009-07-01
H6-09;date;2009-07-01
H6-10;date;2009-07-01
H7-01;date;2009-07-01
H7-02;date;2009-07-01
H7-03;date;2009-07-01
H7-04;date;2009-07-01
H7-05;date;2009-07-01
H7-06;date;2009-07-01
H7-07;date;2009-07-01
H7-08;date;2009-07-01
H7-09;date;2009-07-01
H7-10;date;2009-07-01
HO1-01;date;2009-06-10
HO1-02;date;2009-06-10
HO1-03;date;2009-06-10
HO1-04;date;2009-06-10
HO1-05;date;2009-06-10
HO1-06;date;2009-06-10
HO1-07;date;2009-06-10
HO1-08;date;2009-06-10
HO1-09;date;2009-06-10
HO1-10;date;2009-06-10
HO2-01;date;2009-06-18
HO2-02;date;2009-06-18
HO2-03;date;2009-06-18
HO2-04;date;2009-06-18
HO2-05;date;2009-06-18
HO2-06;date;2009-06-18
HO2-07;date;2009-06-18
HO2-08;date;2009-06-18
HO2-09;date;2009-06-18
HO2-10;date;2009-06-18
HO3-01;date;2009-06-18
HO3-02;date;2009-06-18
HO3-03;date;2009-06-18
HO3-04;date;2009-06-18
HO3-05;date;2009-06-18
HO3-06;date;2009-06-18
HO3-07;date;2009-06-18
HO3-08;date;2009-06-18
HO3-09;date;2009-06-18
HO3-10;date;2009-06-18
HO4-01;date;2009-06-18
HO4-02;date;2009-06-18
HO4-03;date;2009-06-18
HO4-04;date;2009-06-18
HO4-05;date;2009-06-18
HO4-06;date;2009-06-18
HO4-07;date;2009-06-18
HO4-08;date;2009-06-18
HO4-09;date;2009-06-18
HO4-10;date;2009-06-18
HO5-01;date;2009-06-18
HO5-02;date;2009-06-18
HO5-03;date;2009-06-18
HO5-04;date;2009-06-18
HO5-05;date;2009-06-18
HO5-06;date;2009-06-18
HO5-07;date;2009-06-18
HO5-08;date;2009-06-18
HO5-09;date;2009-06-18
HO5-10;date;2009-06-18
T1-01;date;2009-06-10
T1-02;date;2009-06-10
T1-03;date;2009-06-10
T1-04;date;2009-06-10
T1-05;date;2009-06-10
T1-06;date;2009-06-10
T1-07;date;2009-06-10
T1-08;date;2009-06-10
T1-09;date;2009-06-10
T1-10;date;2009-06-10
T2-01;date;2009-06-10
T2-02;date;2009-06-10
T2-03;date;2009-06-10
T2-04;date;2009-06-10
T2-05;date;2009-06-10
T2-06;date;2009-06-10
T2-07;date;2009-06-10
T2-08;date;2009-06-10
T2-09;date;2009-06-10
T2-10;date;2009-06-10
T3-01;date;2009-06-10
T3-02;date;2009-06-10
T3-03;date;2009-06-10
T3-04;date;2009-06-10
T3-05;date;2009-06-10
T3-06;date;2009-06-10
T3-07;date;2009-06-10
T3-08;date;2009-06-10
T3-09;date;2009-06-10
T3-10;date;2009-06-10
T4-01;date;2009-06-11
T4-02;date;2009-06-11
T4-03;date;2009-06-11
T4-04;date;2009-06-11
T4-05;date;2009-06-11
T4-06;date;2009-06-11
T4-07;date;2009-06-11
T4-08;date;2009-06-11
T4-09;date;2009-06-11
T4-10;date;2009-06-11
T5-01;date;2009-06-13
T5-02;date;2009-06-13
T5-03;date;2009-06-13
T5-04;date;2009-06-13
T5-05;date;2009-06-13
T5-06;date;2009-06-13
T5-07;date;2009-06-13
T5-08;date;2009-06-13
T5-09;date;2009-06-13
T5-10;date;2009-06-13
W1-01;date;2009-06-12
W1-02;date;2009-06-12
W1-03;date;2009-06-12
W1-04;date;2009-06-12
W1-05;date;2009-06-12
W1-06;date;2009-06-12
W1-07;date;2009-06-12
W1-08;date;2009-06-12
W1-09;date;2009-06-12
W1-10;date;2009-06-12
W2-01;date;2009-06-12
W2-02;date;2009-06-12
W2-03;date;2009-06-12
W2-04;date;2009-06-12
W2-05;date;2009-06-12
W2-06;date;2009-06-12
W2-07;date;2009-06-12
W2-08;date;2009-06-12
W2-09;date;2009-06-12
W2-10;date;2009-06-12
W3-01;date;2009-06-12
W3-02;date;2009-06-12
W3-03;date;2009-06-12
W3-04;date;2009-06-12
W3-05;date;2009-06-12
W3-06;date;2009-06-12
W3-07;date;2009-06-12
W3-08;date;2009-06-12
W3-09;date;2009-06-12
W3-10;date;2009-06-12
W4-01;date;2009-06-12
W4-02;date;2009-06-12
W4-03;date;2009-06-12
W4-04;date;2009-06-12
W4-05;date;2009-06-12
W4-06;date;2009-06-12
W4-07;date;2009-06-12
W4-08;date;2009-06-12
W4-09;date;2009-06-12
W4-10;date;2009-06-12
W5-01;date;2009-06-29
W5-02;date;2009-06-29
W5-03;date;2009-06-29
W5-04;date;2009-06-29
W5-05;date;2009-06-29
W5-06;date;2009-06-29
W5-07;date;2009-06-29
W5-08;date;2009-06-29
W5-09;date;2009-06-29
W5-10;date;2009-06-29
W6-01;date;2009-06-29
W6-02;date;2009-06-29
W6-03;date;2009-06-29
W6-04;date;2009-06-29
W6-05;date;2009-06-29
W6-06;date;2009-06-29
W6-07;date;2009-06-29
W6-08;date;2009-06-29
W6-09;date;2009-06-29
W6-10;date;2009-06-29
W7-01;date;2009-06-29
W7-02;date;2009-06-29
W7-03;date;2009-06-29
W7-04;date;2009-06-29
W7-05;date;2009-06-29
W7-06;date;2009-06-29
W7-07;date;2009-06-29
W7-08;date;2009-06-29
W7-09;date;2009-06-29
W7-10;date;2009-06-29
WMa1-01;date;2009-06-13
WMa1-02;date;2009-06-13
WMa1-03;date;2009-06-13
WMa1-04;date;2009-06-13
WMa1-05;date;2009-06-13
WMa1-06;date;2009-06-13
WMa1-07;date;2009-06-13
WMa1-08;date;2009-06-13
WMa1-09;date;2009-06-13
WMa1-10;date;2009-06-13
WMa2-01;date;2009-06-13
WMa2-02;date;2009-06-13
WMa2-03;date;2009-06-13
WMa2-04;date;2009-06-13
WMa2-05;date;2009-06-13
WMa2-06;date;2009-06-13
WMa2-07;date;2009-06-13
WMa2-08;date;2009-06-13
WMa2-09;date;2009-06-13
WMa2-10;date;2009-06-13
WMa3-01;date;2009-06-17
WMa3-02;date;2009-06-17
WMa3-03;date;2009-06-17
WMa3-04;date;2009-06-17
WMa3-05;date;2009-06-17
WMa3-06;date;2009-06-17
WMa3-07;date;2009-06-17
WMa3-08;date;2009-06-17
WMa3-09;date;2009-06-17
WMa3-10;date;2009-06-17
WMa4-01;date;2009-06-17
WMa4-02;date;2009-06-17
WMa4-03;date;2009-06-17
WMa4-04;date;2009-06-17
WMa4-05;date;2009-06-17
WMa4-06;date;2009-06-17
WMa4-07;date;2009-06-17
WMa4-08;date;2009-06-17
WMa4-09;date;2009-06-17
WMa4-10;date;2009-06-17
WMa5-01;date;2009-06-17
WMa5-02;date;2009-06-17
WMa5-03;date;2009-06-17
WMa5-04;date;2009-06-17
WMa5-05;date;2009-06-17
WMa5-06;date;2009-06-17
WMa5-07;date;2009-06-17
WMa5-08;date;2009-06-17
WMa5-09;date;2009-06-17
WMa5-10;date;2009-06-17
WMb1-01;date;2009-06-13
WMb1-02;date;2009-06-13
WMb1-03;date;2009-06-13
WMb1-04;date;2009-06-13
WMb1-05;date;2009-06-13
WMb1-06;date;2009-06-13
WMb1-07;date;2009-06-13
WMb1-08;date;2009-06-13
WMb1-09;date;2009-06-13
WMb1-10;date;2009-06-13
WMb2-01;date;2009-06-13
WMb2-02;date;2009-06-13
WMb2-03;date;2009-06-13
WMb2-04;date;2009-06-13
WMb2-05;date;2009-06-13
WMb2-06;date;2009-06-13
WMb2-07;date;2009-06-13
WMb2-08;date;2009-06-13
WMb2-09;date;2009-06-13
WMb2-10;date;2009-06-13
WMb3-01;date;2009-06-16
WMb3-02;date;2009-06-16
WMb3-03;date;2009-06-16
WMb3-04;date;2009-06-16
WMb3-05;date;2009-06-16
WMb3-06;date;2009-06-16
WMb3-07;date;2009-06-16
WMb3-08;date;2009-06-16
WMb3-09;date;2009-06-16
WMb3-10;date;2009-06-16
WMb4-01;date;2009-06-17
WMb4-02;date;2009-06-17
WMb4-03;date;2009-06-17
WMb4-04;date;2009-06-17
WMb4-05;date;2009-06-17
WMb4-06;date;2009-06-17
WMb4-07;date;2009-06-17
WMb4-08;date;2009-06-17
WMb4-09;date;2009-06-17
WMb4-10;date;2009-06-17
WMb5-01;date;2009-06-17
WMb5-02;date;2009-06-17
WMb5-03;date;2009-06-17
WMb5-04;date;2009-06-17
WMb5-05;date;2009-06-17
WMb5-06;date;2009-06-17
WMb5-07;date;2009-06-17
WMb5-08;date;2009-06-17
WMb5-09;date;2009-06-17
WMb5-10;date;2009-06-17
H1-01;expo;F
H1-02;expo;F
H1-03;expo;F
H1-04;expo;F
H1-05;expo;F
H1-06;expo;F
H1-07;expo;F
H1-08;expo;F
H1-09;expo;F
H1-10;expo;F
H2-01;expo;SE
H2-02;expo;SE
H2-03;expo;SE
H2-04;expo;SE
H2-05;expo;S
H2-06;expo;SE
H2-07;expo;SE
H2-08;expo;SE
H2-09;expo;SE
H2-10;expo;SE
H3-01;expo;E
H3-02;expo;E
H3-03;expo;E
H3-04;expo;E
H3-05;expo;E
H3-06;expo;E
H3-07;expo;N
H3-08;expo;W
H3-09;expo;NW
H3-10;expo;S
H4-01;expo;NE
H4-02;expo;NE
H4-03;expo;NE
H4-04;expo;NE
H4-05;expo;SE
H4-06;expo;E
H4-07;expo;NE
H4-08;expo;NE
H4-09;expo;NE
H4-10;expo;E
H5-01;expo;SW
H5-02;expo;SW
H5-03;expo;SW
H5-04;expo;SW
H5-05;expo;SW
H5-06;expo;W
H5-07;expo;S
H5-08;expo;W
H5-09;expo;S
H5-10;expo;S
H6-01;expo;W
H6-02;expo;W
H6-03;expo;W
H6-04;expo;W
H6-05;expo;W
H6-06;expo;W
H6-07;expo;W
H6-08;expo;W
H6-09;expo;W
H6-10;expo;W
H7-01;expo;W
H7-02;expo;W
H7-03;expo;W
H7-04;expo;W
H7-05;expo;W
H7-06;expo;W
H7-07;expo;W
H7-08;expo;W
H7-09;expo;W
H7-10;expo;W
HO1-01;expo;N
HO1-02;expo;NE
HO1-03;expo;N
HO1-04;expo;NE
HO1-05;expo;N
HO1-06;expo;N
HO1-07;expo;N
HO1-08;expo;N
HO1-09;expo;N
HO1-10;expo;N
HO2-01;expo;N
HO2-02;expo;N
HO2-03;expo;N
HO2-04;expo;N
HO2-05;expo;N
HO2-06;expo;N
HO2-07;expo;N
HO2-08;expo;N
HO2-09;expo;N
HO2-10;expo;N
HO3-01;expo;N
HO3-02;expo;NE
HO3-03;expo;N
HO3-04;expo;NE
HO3-05;expo;N
HO3-06;expo;NE
HO3-07;expo;E
HO3-08;expo;NE
HO3-09;expo;NE
HO3-10;expo;E
HO4-01;expo;NE
HO4-02;expo;NE
HO4-03;expo;NE
HO4-04;expo;NE
HO4-05;expo;NE
HO4-06;expo;NE
HO4-07;expo;NE
HO4-08;expo;NE
HO4-09;expo;N
HO4-10;expo;NE
HO5-01;expo;E
HO5-02;expo;NE
HO5-03;expo;E
HO5-04;expo;NE
HO5-05;expo;NE
HO5-06;expo;F
HO5-07;expo;W
HO5-08;expo;N
HO5-09;expo;W
HO5-10;expo;E
T1-01;expo;S
T1-02;expo;S
T1-03;expo;S
T1-04;expo;S
T1-05;expo;S
T1-06;expo;S
T1-07;expo;S
T1-08;expo;S
T1-09;expo;S
T1-10;expo;S
T2-01;expo;SE
T2-02;expo;SE
T2-03;expo;SE
T2-04;expo;SE
T2-05;expo;S
T2-06;expo;SE
T2-07;expo;S
T2-08;expo;S
T2-09;expo;S
T2-10;expo;S
T3-01;expo;S
T3-02;expo;S
T3-03;expo;S
T3-04;expo;S
T3-05;expo;S
T3-06;expo;S
T3-07;expo;S
T3-08;expo;S
T3-09;expo;S
T3-10;expo;S
T4-01;expo;SE
T4-02;expo;SE
T4-03;expo;SE
T4-04;expo;SE
T4-05;expo;SE
T4-06;expo;SE
T4-07;expo;SE
T4-08;expo;SE
T4-09;expo;SE
T4-10;expo;SE
T5-01;expo;NW
T5-02;expo;NW
T5-03;expo;NW
T5-04;expo;NW
T5-05;expo;W
T5-06;expo;NW
T5-07;expo;W
T5-08;expo;NW
T5-09;expo;W
T5-10;expo;NW
W1-01;expo;N
W1-02;expo;NW
W1-03;expo;N
W1-04;expo;NE
W1-05;expo;N
W1-06;expo;NW
W1-07;expo;E
W1-08;expo;SE
W1-09;expo;N
W1-10;expo;SE
W2-01;expo;E
W2-02;expo;SE
W2-03;expo;E
W2-04;expo;SE
W2-05;expo;E
W2-06;expo;SE
W2-07;expo;E
W2-08;expo;SE
W2-09;expo;E
W2-10;expo;SE
W3-01;expo;NE
W3-02;expo;F
W3-03;expo;SE
W3-04;expo;E
W3-05;expo;NE
W3-06;expo;NE
W3-07;expo;NE
W3-08;expo;E
W3-09;expo;NE
W3-10;expo;SE
W4-01;expo;NE
W4-02;expo;NE
W4-03;expo;NE
W4-04;expo;NE
W4-05;expo;NE
W4-06;expo;NE
W4-07;expo;NE
W4-08;expo;NE
W4-09;expo;NE
W4-10;expo;NE
W5-01;expo;E
W5-02;expo;NE
W5-03;expo;NE
W5-04;expo;NE
W5-05;expo;NE
W5-06;expo;NE
W5-07;expo;NE
W5-08;expo;N
W5-09;expo;NE
W5-10;expo;NE
W6-01;expo;S
W6-02;expo;S
W6-03;expo;S
W6-04;expo;S
W6-05;expo;S
W6-06;expo;S
W6-07;expo;S
W6-08;expo;S
W6-09;expo;S
W6-10;expo;S
W7-01;expo;W
W7-02;expo;SW
W7-03;expo;NE
W7-04;expo;N
W7-05;expo;N
W7-06;expo;N
W7-07;expo;N
W7-08;expo;NE
W7-09;expo;NE
W7-10;expo;SE
WMa1-01;expo;N
WMa1-02;expo;N
WMa1-03;expo;N
WMa1-04;expo;N
WMa1-05;expo;N
WMa1-06;expo;NE
WMa1-07;expo;S
WMa1-08;expo;W
WMa1-09;expo;N
WMa1-10;expo;F
WMa2-01;expo;NE
WMa2-02;expo;F
WMa2-03;expo;NE
WMa2-04;expo;NE
WMa2-05;expo;E
WMa2-06;expo;F
WMa2-07;expo;N
WMa2-08;expo;SE
WMa2-09;expo;NE
WMa2-10;expo;W
WMa3-01;expo;W
WMa3-02;expo;W
WMa3-03;expo;W
WMa3-04;expo;W
WMa3-05;expo;W
WMa3-06;expo;W
WMa3-07;expo;W
WMa3-08;expo;W
WMa3-09;expo;W
WMa3-10;expo;NW
WMa4-01;expo;E
WMa4-02;expo;E
WMa4-03;expo;E
WMa4-04;expo;NE
WMa4-05;expo;S
WMa4-06;expo;E
WMa4-07;expo;E
WMa4-08;expo;E
WMa4-09;expo;E
WMa4-10;expo;E
WMa5-01;expo;N
WMa5-02;expo;N
WMa5-03;expo;N
WMa5-04;expo;N
WMa5-05;expo;N
WMa5-06;expo;N
WMa5-07;expo;N
WMa5-08;expo;N
WMa5-09;expo;N
WMa5-10;expo;N
WMb1-01;expo;N
WMb1-02;expo;N
WMb1-03;expo;N
WMb1-04;expo;N
WMb1-05;expo;N
WMb1-06;expo;N
WMb1-07;expo;N
WMb1-08;expo;N
WMb1-09;expo;N
WMb1-10;expo;N
WMb2-01;expo;NW
WMb2-02;expo;NW
WMb2-03;expo;NW
WMb2-04;expo;NW
WMb2-05;expo;NW
WMb2-06;expo;NW
WMb2-07;expo;NW
WMb2-08;expo;NW
WMb2-09;expo;NW
