plot,abbr,layer,cov,comment,history
E4642N2736-2,trif repe repe,hl,+,,
E4642N2736-2,vacc myrt,hl,+,,
E4642N2736-2,vacc viti,hl,+,,
E4642N2736-2,will stip stip,hl,+,,
E4643N2821-1,achi mill aggr,hl,+,,
E4643N2821-1,ajug rept,hl,+,,
E4643N2821-1,alch spec ies,hl,+,,
E4643N2821-1,anth odor,hl,2a,,
E4643N2821-1,briz medi,hl,1,,
E4643N2821-1,care nigr,hl,+,,
E4643N2821-1,care pall,hl,+,,
E4643N2821-1,care pani,hl,+,,
E4643N2821-1,care pilu pilu,hl,+,,
E4643N2821-1,dact glom glom,hl,+,,
E4643N2821-1,dant decu decu,hl,1,,
E4643N2821-1,dian delt,hl,r,,
E4643N2821-1,euph offi rost,hl,+,,
E4643N2821-1,fest nigr cens,hl,2a,,
E4643N2821-1,hier lact,hl,+,,
E4643N2821-1,holc lana,hl,1,,
E4643N2821-1,hypo radi,hl,+,,
E4643N2821-1,leon hisp slat,hl,2a,,
E4643N2821-1,luzu mult,hl,+,,
E4643N2821-1,moli caer aggr,hl,1,,
E4643N2821-1,nard stri,hl,3,,
E4643N2821-1,pimp majo majo,hl,+,,
E4643N2821-1,plan lanc,hl,2b,,
E4643N2821-1,pote erec,hl,1,,
E4643N2821-1,prun vulg,hl,+,,
E4643N2821-1,ranu acri acri,hl,+,,
E4643N2821-1,ranu repe,hl,+,,
E4643N2821-1,rume acet osa,hl,+,,
E4643N2821-1,scor autu,hl,+,,
E4643N2821-1,succ prat,hl,+,,
E4643N2821-1,trif prat prat,hl,1,,
E4643N2821-1,trif repe repe,hl,+,,
E4643N2821-1,vero cham cham,hl,+,,
E4643N2821-1,will stip stip,hl,+,,
E4643N2821-2,achi mill aggr,hl,+,,
E4643N2821-2,ajug rept,hl,+,,
E4643N2821-2,anth odor,hl,+,,
E4643N2821-2,aven flex flex,hl,+,,
E4643N2821-2,briz medi,hl,1,,
E4643N2821-2,care briz,hl,2a,,
E4643N2821-2,care nigr,hl,+,,
E4643N2821-2,care pall,hl,+,,
E4643N2821-2,cirs palu,hl,+,,
E4643N2821-2,dact glom glom,hl,+,,
E4643N2821-2,dant decu decu,hl,+,,
E4643N2821-2,fest arun slat,hl,+,cf.,
E4643N2821-2,hier lact,hl,+,,
E4643N2821-2,hier pilo ella,hl,+,,
E4643N2821-2,holc lana,hl,+,,
E4643N2821-2,junc acut,hl,r,,
E4643N2821-2,junc effu,hl,+,,
E4643N2821-2,junc squa,hl,r,cf.,
E4643N2821-2,leon hisp slat,hl,+,,
E4643N2821-2,luzu mult,hl,+,,
E4643N2821-2,lysi vulg,hl,+,,
E4643N2821-2,moli caer aggr,hl,1,,
E4643N2821-2,nard stri,hl,4,,
E4643N2821-2,plan lanc,hl,1,,
E4643N2821-2,poly vulg vulg,hl,+,,
E4643N2821-2,pote erec,hl,1,,
E4643N2821-2,prun vulg,hl,+,,
E4643N2821-2,ranu acri acri,hl,+,,
E4643N2821-2,rume acet ella,hl,+,,
E4643N2821-2,sang offi,hl,+,,
E4643N2821-2,succ prat,hl,+,,
E4643N2821-2,trif prat prat,hl,+,,
E4643N2821-2,vero cham cham,hl,+,,
