plot;cov;t1cov;t2cov;scov;hcov;mcov;htl1;htl2;hsl;hhl1;hhl2;plsx;plsy;expo;slope;rock;bare;stones;date;latitude;longitude;accuracy;alliance;association;soil;comment;survery region;location;type;observer
ga105;96;0;0;0;96;3;0;0;0;0,4;0,1;4;4;SW;17;0;0;1;2020-06-23;47.717010;13.240296;10;Cynosurion R. Tx. 1947;fes com cyn car;;;Schipisten;Schigebiet Gaissau, Piste 8 Latschenalmlift-Süd;skirun;T. Eberl
ga106;99;0;0;0;95;20;0;0;0;0,4;0,05;4;4;W;15;0;0;0;2020-06-23;47.717477;13.240806;10;Cynosurion R. Tx. 1947;fes com cyn car;;;Schipisten;Schigebiet Gaissau, Piste 8 Latschenalmlift-Süd;skirun;T. Eberl
ga107;93;0;0;0;92;2;0;0;0;0,4;0,05;4;4;SW;25;0;0;2;2020-06-23;47.717769;13.241096;10;Cynosurion R. Tx. 1947;fes com cyn car;;;Schipisten;Schigebiet Gaissau, Piste 8 Latschenalmlift-Süd;skirun;T. Eberl
ga108;98;0;0;0;98;2;0;0;0;0,4;0,05;4;4;SW;10;0;0;0;2020-06-23;47.718032;13.241233;10;Cynosurion R. Tx. 1947;fes com cyn car;;;Schipisten;Schigebiet Gaissau, Piste 8 Latschenalmlift-Süd;skirun;T. Eberl
ga109;98;0;0;0;98;30;0;0;0;0,6;0,1;4;4;SW;12;0;0;0;2020-06-23;47.718247;13.241426;10;unclassified;;;;Schipisten;Schigebiet Gaissau, Piste 8 Latschenalmlift-Süd;skirun;T. Eberl
ga110;97;0;0;0;96;5;0;0;0;0,4;0,05;4;4;SW;20;0;0;0;2020-06-23;47.718756;13.241987;10;Cynosurion R. Tx. 1947;;;;Schipisten;Schigebiet Gaissau, Piste 8 Latschenalmlift-Süd;skirun;T. Eberl
ga111;98;0;0;0;96;5;0;0;0;0,7;0,05;4;4;W;8;0;0;0;2020-06-23;47.717706;13.242891;10;Cynosurion R. Tx. 1947;;;;Schipisten;Schigebiet Gaissau, Piste 9a Anzenberg;skirun;T. Eberl
ga112;97;0;0;0;97;2;0;0;0;0,4;0,05;4;4;SW;10;0;0;2;2020-06-23;47.714129;13.243685;10;Cynosurion R. Tx. 1947;fes com cyn car;;;Schipisten;Schigebiet Gaissau, Piste 10 Kurvenlift;skirun;T. Eberl
ga113;99;0;0;0;93;7;0;0;0;0,8;0,1;4;4;SW;15;0;0;0;2020-06-23;47.713619;13.242415;10;Cynosurion R. Tx. 1947;fes com cyn car;;;Schipisten;Schigebiet Gaissau, Piste 10 Kurvenlift;skirun;T. Eberl
ga114;98;0;0;0;95;30;0;0;0;0,6;0,05;4;4;S;15;0;0;2;2020-06-23;47.713107;13.241524;10;Cynosurion R. Tx. 1947;;;;Schipisten;Schigebiet Gaissau, Piste 10 Kurvenlift;skirun;T. Eberl
ga115;99;0;0;0;97;5;0;0;0;0,5;0,1;4;4;S;7;0;0;0;2020-06-23;47.711350;13.240637;10;Cynosurion R. Tx. 1947;fes com cyn car;;;Schipisten;Schigebiet Gaissau, Piste 10 Kurvenlift;skirun;T. Eberl
ga116;99;0;0;0;65;90;0;0;0;0,4;0,05;4;4;SW;3;0;0;0;2020-06-24;47.712872;13.232004;10;Cynosurion R. Tx. 1947;lol per cyn;;;Schipisten;Schigebiet Gaissau, Piste 10a Skieweg-Kurvenlift;skirun;T. Eberl
ga117;99;0;0;0;85;60;0;0;0;0,7;0,05;4;4;S;13;0;0;0;2020-06-24;47.714161;13.233431;10;Cynosurion R. Tx. 1947;lol per cyn;;;Schipisten;Schigebiet Gaissau, Piste 10a Skieweg-Kurvenlift;skirun;T. Eberl
ga118;99;0;0;0;94;60;0;0;0;0,7;0,05;4;4;S;15;0;0;0;2020-06-24;47.714177;13.233726;10;Cynosurion R. Tx. 1947;lol per cyn;;;Schipisten;Schigebiet Gaissau, Piste 10a Skieweg-Kurvenlift;skirun;T. Eberl
ga119;97;0;0;0;95;10;0;0;0;0,2;0,02;4;4;;;2;1;0;2020-06-24;47.718277;13.233920;10;Cynosurion R. Tx. 1947;lol per cyn;;;Schipisten;Schigebiet Gaissau, Piste 7 Latschenalmlift-Mitte;skirun;R. Kaiser
ga120;97;0;0;0;80;45;0;0;0;0,55;0,03;4;4;;;2;1;0;2020-06-24;47.718307;13.234353;10;Cynosurion R. Tx. 1947;;;;Schipisten;Schigebiet Gaissau, Piste 7 Latschenalmlift-Mitte;skirun;R. Kaiser
ga121;99;0;0;0;97;3;0;0;0;0,45;0,05;4;4;;;0;1;0;2020-06-24;47.718950;13.234596;10;Cynosurion R. Tx. 1947;fes com cyn car;;;Schipisten;Schigebiet Gaissau, Piste 7 Latschenalmlift-Mitte;skirun;R. Kaiser
ga122;90;0;0;0;75;10;0;0;0;0,3;0,03;4;4;;;9;1;0;2020-06-24;47.719487;13.235404;10;Cynosurion R. Tx. 1947;;;;Schipisten;Schigebiet Gaissau, Piste 7 Latschenalmlift-Mitte;skirun;R. Kaiser
ga123;95;0;0;0;90;75;0;0;0;0,3;0,02;4;4;;;5;0;0;2020-06-24, 2020-06-30;47.719647;13.235630;10;Cynosurion R. Tx. 1947;;;;Schipisten;Schigebiet Gaissau, Piste 7 Latschenalmlift-Mitte;skirun;R. Kaiser
ga124;99;0;0;17;97;3;0;0;4;1,3;0,1;4;4;E;35;0;0;0;2020-06-26;47.719504;13.263062;10;;;;;Schipisten;Schigebiet Gaissau, Piste 12 Tal-Hintersee;skirun;T. Eberl
ga125;99;0;0;0;98;5;0;0;0;0,9;0,1;4;4;E;13;0;0;0;2020-06-26;47.718747;13.262225;10;Cynosurion R. Tx. 1947;fes com cyn cre bie >;;;Schipisten;Schigebiet Gaissau, Piste 12 Tal-Hintersee;skirun;T. Eberl
ga126;99;0;0;0;96;20;0;0;0;0,7;0,05;4;4;NE;15;0;0;0;2020-06-26;47.718044;13.260769;10;Cynosurion R. Tx. 1947;fes com cyn cre bie;;;Schipisten;Schigebiet Gaissau, Piste 12 Tal-Hintersee;skirun;T. Eberl
ga127;65;0;0;0;50;25;0;0;0;0,7;0,1;4;4;E;35;35;0;0;2020-06-26;47.717535;13.260009;10;;;;;Schipisten;Schigebiet Gaissau, Piste 12 Tal-Hintersee;skirun;T. Eberl
ga128;99;0;0;0;80;90;0;0;0;0,7;0,05;4;4;NE;15;0;0;1;2020-06-26;47.717354;13.259913;10;Cynosurion R. Tx. 1947;fes com cyn cre bie;;;Schipisten;Schigebiet Gaissau, Piste 12 Tal-Hintersee;skirun;T. Eberl
ga129;99;0;0;0;85;55;0;0;0;0,6;0,05;4;4;NE;15;1;0;0;2020-06-26;47.717108;13.259498;10;;;;;Schipisten;Schigebiet Gaissau, Piste 12 Tal-Hintersee;skirun;T. Eberl
ga130;100;0;0;20;98;5;0;0;2,5;1,2;0,1;4;4;E;35;0;0;0;2020-06-26;47.716779;13.258540;10;;;;;Schipisten;Schigebiet Gaissau, Piste 12 Tal-Hintersee;skirun;T. Eberl
ga131;80;0;0;0;50;35;0;0;0;0,7;0,05;4;4;E;28;10;0;5;2020-06-26;47.716816;13.257998;10;;;;;Schipisten;Schigebiet Gaissau, Piste 12 Tal-Hintersee;skirun;T. Eberl
ga132;98;0;0;0;97;25;0;0;0;1,2;0,1;4;4;N;15;0;0;0;2020-06-26;47.721181;13.265997;10;Cynosurion R. Tx. 1947;fes com cyn cre bie;;;Schipisten;Schigebiet Gaissau, Piste 12 Tal-Hintersee;skirun;T. Eberl
ga133;93;0;0;0;80;40;0;0;0;0,4;0,05;4;4;NE;22;0;0;2;2020-06-26;47.720747;13.265682;10;;;;;Schipisten;Schigebiet Gaissau, Piste 12 Tal-Hintersee;skirun;T. Eberl
ga134;93;0;0;0;90;5;0;0;0;0,5;0,05;4;4;NE;20;0;0;2;2020-06-26;47.720513;13.264913;10;;;;;Schipisten;Schigebiet Gaissau, Piste 12 Tal-Hintersee;skirun;T. Eberl
ga135;97;0;0;15;65;70;0;0;3;0,8;0,05;4;4;E;28;0;0;3;2020-06-26;47.720316;13.264368;10;;;;;Schipisten;Schigebiet Gaissau, Piste 12 Tal-Hintersee;skirun;T. Eberl
ga136;95;0;0;0;85;20;0;0;0;0,2;0,02;4;4;NE;15;0;0;1;2020-06-26;47.719385;13.263070;10;;;;;Schipisten;Schigebiet Gaissau, Piste 12 Tal-Hintersee;skirun;T. Eberl
ga137;85;0;0;0;85;3;0;0;0;0,8;0,05;4;4;E;30;0;0;4;2020-06-30;47.716445;13.258758;10;Cynosurion R. Tx. 1947;fes com cyn cre bie;;;Schipisten;Schigebiet Gaissau, Piste 12 Tal-Hintersee;skirun;T. Eberl
ga138;92;0;0;0;85;20;0;0;0;0,5;0,05;4;4;E;26;0;0;4;2020-06-30;47.716739;13.259057;10;;;;;Schipisten;Schigebiet Gaissau, Piste 12 Tal-Hintersee;skirun;T. Eberl
ga139;99;0;0;25;98;7;0;0;3;1,2;0,1;4;4;SE;28;0;0;5;2020-06-30;47.716870;13.257582;10;;;;;Schipisten;Schigebiet Gaissau, Piste 12 Tal-Hintersee;skirun;T. Eberl
ga140;93;0;0;0;60;60;0;0;0;1,3;0,1;4;4;S;15;0;0;5;2020-06-30;47.717487;13.257143;10;;;;;Schipisten;Schigebiet Gaissau, Piste 12 Tal-Hintersee;skirun;T. Eberl
ga141;97;0;0;0;92;30;0;0;0;1,3;0,05;4;4;SE;25;0;0;1;2020-06-30;47.717715;13.257004;10;;;;;Schipisten;Schigebiet Gaissau, Piste 12 Tal-Hintersee;skirun;T. Eberl
ga142;99;0;0;0;97;8;0;0;0;0,8;0,1;4;4;E;15;0;0;0;2020-06-30;47.717948;13.256325;10;Cynosurion R. Tx. 1947;fes com cyn cre bie >;;;Schipisten;Schigebiet Gaissau, Piste 12 Tal-Hintersee;skirun;T. Eberl
ga143;100;0;0;0;80;98;0;0;0;0,4;0,05;4;4;NE;20;0;0;0;2020-06-30;47.717081;13.255287;10;;;;;Schipisten;Schigebiet Gaissau, Piste 12 Tal-Hintersee;skirun;T. Eberl
ga144;99;0;0;0;98;5;0;0;0;0,6;0,05;4;4;SE;15;0;0;0;2020-06-30;47.717470;13.254073;10;;;;;Schipisten;Schigebiet Gaissau, Piste 11 Anzenberg;skirun;T. Eberl
ga145;99;0;0;0;92;50;0;0;0;0,6;0,05;4;4;SE;23;0;0;1;2020-06-30;47.718505;13.253127;10;;;;;Schipisten;Schigebiet Gaissau, Piste 11 Anzenberg;skirun;T. Eberl
ga146;98;0;0;0;94;25;0;0;0;0,4;0,05;4;4;SE;8;0;0;1;2020-06-30;47.720689;13.248386;10;;;;;Schipisten;Schigebiet Gaissau, Piste 11 Anzenberg;skirun;T. Eberl
ga147;99;0;0;0;90;80;0;0;0;0,5;0,05;4;4;SE;15;0;0;1;2020-06-30;47.719005;13.252718;10;;;;;Schipisten;Schigebiet Gaissau, Piste 11 Anzenberg;skirun;T. Eberl
ga148;100;0;0;0;100;1;0;0;0;2;0,1;4;4;NE;25;0;0;0;2020-07-01;47.724092;13.271546;10;;;;;Schipisten;Schigebiet Gaissau, Piste 12 Tal-Hintersee;skirun;T. Eberl
ga149;98;0;0;0;88;50;0;0;0;0,8;0,05;4;4;NE;25;0;0;0;2020-07-01;47.723958;13.271604;10;Cynosurion R. Tx. 1947;fes com cyn cre bie;;;Schipisten;Schigebiet Gaissau, Piste 12 Tal-Hintersee;skirun;T. Eberl
ga150;100;0;0;0;97;80;0;0;0;1,3;0,1;4;4;NE;25;0;0;0;2020-07-01;47.723799;13.271407;10;Cynosurion R. Tx. 1947;fes com cyn cre bie;;;Schipisten;Schigebiet Gaissau, Piste 12 Tal-Hintersee;skirun;T. Eberl
ga151;100;0;0;0;100;5;0;0;0;0,7;0,1;4;4;E;3;0;0;0;2020-07-04;47.715496;13.252075;10;Cynosurion R. Tx. 1947;cre fes com;;;Schipisten;Schigebiet Gaissau, Piste 9 Anzenberg;skirun;T. Eberl
ga152;100;0;0;0;100;5;0;0;0;1,1;0,1;4;4;NE;5;0;0;0;2020-07-04;47.715247;13.251444;10;Cynosurion R. Tx. 1947;cre fes com;;;Schipisten;Schigebiet Gaissau, Piste 9 Anzenberg;skirun;T. Eberl
ga153;98;0;0;0;95;35;0;0;0;0,3;0,05;4;4;S;10;0;0;1;2020-07-04;47.716095;13.252946;10;Cynosurion R. Tx. 1947;;;;Schipisten;Schigebiet Gaissau, Piste 9 Anzenberg;skirun;T. Eberl
ga154;100;0;0;0;100;5;0;0;0;0,8;0,1;4;4;E;2;0;0;0;2020-07-04;47.716213;13.249994;10;Cynosurion R. Tx. 1947;cre fes com;;;Schipisten;Schigebiet Gaissau, Piste 9 Anzenberg;skirun;T. Eberl
ga155;98;0;0;0;96;25;0;0;0;0,4;0,05;4;4;E;13;0;0;1;2020-07-04;47.716387;13.249315;10;Cynosurion R. Tx. 1947;fes com cyn car;;;Schipisten;Schigebiet Gaissau, Piste 9 Anzenberg;skirun;T. Eberl
ga156;100;0;0;0;100;2;0;0;0;1;0,1;4;4;E;15;0;0;0;2020-07-04;47.716575;13.248384;10;Cynosurion R. Tx. 1947;fes com cyn cre bie >;;;Schipisten;Schigebiet Gaissau, Piste 9 Anzenberg;skirun;T. Eberl
ga157;93;0;0;0;90;5;0;0;0;0,4;0,05;4;4;E;17;6;0;0;2020-07-04;47.716842;13.247121;10;Cynosurion R. Tx. 1947;;;;Schipisten;Schigebiet Gaissau, Piste 9 Anzenberg;skirun;T. Eberl
ga158;99;0;0;0;99;15;0;0;0;0,8;0,1;4;4;E;7;0;0;0;2020-07-04;47.717423;13.246752;10;Cynosurion R. Tx. 1947;fes com cyn car;;;Schipisten;Schigebiet Gaissau, Piste 9 Anzenberg;skirun;T. Eberl
ga159;97;0;0;0;90;60;0;0;0;0,5;0,05;4;4;SE;15;0;0;2;2020-07-04;47.718104;13.246421;10;Cynosurion R. Tx. 1947;;;;Schipisten;Schigebiet Gaissau, Piste 9 Anzenberg;skirun;T. Eberl
ga160;100;0;0;0;100;5;0;0;0;1,3;0,1;4;4;SE;17;0;0;0;2020-07-04;47.718478;13.246205;10;Cynosurion R. Tx. 1947;fes com cyn cre bie;;;Schipisten;Schigebiet Gaissau, Piste 9 Anzenberg;skirun;T. Eberl
ga161;95;0;0;0;93;5;0;0;0;0,9;0,05;4;4;SE;25;0;0;3;2020-07-04;47.718866;13.245988;10;Cynosurion R. Tx. 1947;;;;Schipisten;Schigebiet Gaissau, Piste 9 Anzenberg;skirun;T. Eberl
ga162;98;0;0;0;97;3;0;0;0;0,9;0,05;4;4;SE;26;0;0;2;2020-07-04;47.719243;13.245776;10;Cynosurion R. Tx. 1947;;;;Schipisten;Schigebiet Gaissau, Piste 9 Anzenberg;skirun;T. Eberl
ga163;97;0;0;0;96;3;0;0;0;0,6;0,05;4;4;SE;25;0;0;2;2020-07-04;47.719731;13.245634;10;Cynosurion R. Tx. 1947;;;;Schipisten;Schigebiet Gaissau, Piste 9 Anzenberg;skirun;T. Eberl
ga164;98;0;0;0;97;5;0;0;0;0,4;0,05;4;4;SE;15;0;0;1;2020-07-04;47.720731;13.245630;10;Cynosurion R. Tx. 1947;;;;Schipisten;Schigebiet Gaissau, Piste 9 Anzenberg;skirun;T. Eberl
ga165;98;0;0;0;90;30;0;0;0;0,5;0,05;4;4;E;5;0;0;1;2020-07-04;47.721852;13.245973;10;Cynosurion R. Tx. 1947;;;;Schipisten;Schigebiet Gaissau, Piste 9 Anzenberg;skirun;T. Eberl
ga166;100;0;0;0;100;5;0;0;0;1,1;0,1;4;4;SE;15;0;0;0;2020-07-07;47.716942;13.246704;10;Cynosurion R. Tx. 1947;fes com cyn cre bie;;;Schipisten;Schigebiet Gaissau, Piste 9a Anzenberg;skirun;T. Eberl
ga167;99;0;0;0;98;10;0;0;0;0,7;0,05;4;4;E;12;0;0;0;2020-07-07;47.716964;13.246474;10;Cynosurion R. Tx. 1947;fes com cyn car;;;Schipisten;Schigebiet Gaissau, Piste 9a Anzenberg;skirun;T. Eberl
ga168;100;0;0;0;100;5;0;0;0;1,1;0,01;4;4;E;10;0;0;0;2020-07-07;47.717131;13.245645;10;;;;;Schipisten;Schigebiet Gaissau, Piste 9a Anzenberg;skirun;T. Eberl
ga169;100;0;0;0;100;5;0;0;0;1;0,1;4;4;NE;7;0;0;0;2020-07-07;47.717159;13.245276;10;;;;;Schipisten;Schigebiet Gaissau, Piste 9a Anzenberg;skirun;T. Eberl
ga170;96;0;0;0;96;2;0;0;0;0,7;0,05;4;4;E;30;0;0;2;2020-07-07;47.717172;13.244506;10;;;;;Schipisten;Schigebiet Gaissau, Piste 9a Anzenberg;skirun;T. Eberl
ga171;100;0;0;0;100;1;0;0;0;0,8;0,1;4;4;SW;7;0;0;0;2020-07-07;47.714381;13.243579;10;Cynosurion R. Tx. 1947;cre fes com;;;Schipisten;Schigebiet Gaissau, Piste 10 Kurvenlift;skirun;T. Eberl
ga172;100;0;0;0;99;3;0;0;0;0,7;0,1;4;4;S;5;0;0;0;2020-07-07;47.717572;13.243378;10;Cynosurion R. Tx. 1947;cre fes com;;;Schipisten;Schigebiet Gaissau, Piste 9a Anzenberg;skirun;T. Eberl
ga173;99;0;0;0;99;2;0;0;0;0,9;0,1;4;4;W;7;0;0;0;2020-07-07;47.717565;13.243042;10;Cynosurion R. Tx. 1947;cre fes com;;;Schipisten;Schigebiet Gaissau, Piste 9a Anzenberg;skirun;T. Eberl
ga174;99;0;0;0;99;2;0;0;0;0,4;0,05;4;4;W;27;0;0;0;2020-07-07;47.718542;13.242130;10;;;;;Schipisten;Schigebiet Gaissau, Piste 8 Latschenalmlift-Süd;skirun;T. Eberl
ga175;93;0;0;0;90;10;0;0;0;0,4;0,03;4;4;;;6;1;0;2020-07-04;47.722936;13.220099;10;;;;;Schipisten;Schigebiet Gaissau, Piste 1 Tal-Gaissau;skirun;R. Kaiser
ga176;99;0;0;0;99;3;0;0;0;0,55;0,03;4;4;;;0;1;0;2020-07-04;47.722934;13.220785;10;Cynosurion R. Tx. 1947;lol per cyn;;;Schipisten;Schigebiet Gaissau, Piste 1 Tal-Gaissau;skirun;R. Kaiser
ga177;97;0;0;0;97;1;0;0;0;0,6;0,03;4;4;;;1;2;0;2020-07-04;47.723279;13.221360;10;Cynosurion R. Tx. 1947;lol per cyn;;;Schipisten;Schigebiet Gaissau, Piste 1 Tal-Gaissau;skirun;R. Kaiser
ga178;99;0;0;0;99;3;0;0;0;0,5;0,05;4;4;;;0;1;0;2020-07-04;47.724187;13.222067;10;;;;;Schipisten;Schigebiet Gaissau, Piste 1 Tal-Gaissau;skirun;R. Kaiser
ga179;95;0;0;0;95;3;0;0;0;0,4;0,03;4;4;;;3;2;0;2020-07-04;47.718080;13.232962;10;;;;;Schipisten;Schigebiet Gaissau, Piste 5 Latschenalmlift-West;skirun;R. Kaiser
ga180;97;0;0;0;90;20;0;0;0;0,4;0,03;4;4;;;2;1;0;2020-07-04;47.718328;13.232417;10;;;;;Schipisten;Schigebiet Gaissau, Piste 5 Latschenalmlift-West;skirun;R. Kaiser
ga181;97;0;0;0;95;5;0;0;0;0,4;0,02;4;4;;;2;1;0;2020-07-04;47.718473;13.231898;10;;;;;Schipisten;Schigebiet Gaissau, Piste 5 Latschenalmlift-West;skirun;R. Kaiser
ga182;95;0;0;0;95;1;0;0;0;0,3;0,02;4;4;;;5;0;0;2020-07-04;47.719038;13.230546;10;;;;;Schipisten;Schigebiet Gaissau, Piste 5 Latschenalmlift-West;skirun;R. Kaiser
ga183;97;0;0;0;97;1;0;0;0;0,7;0,05;4;4;;;3;0;0;2020-07-04;47.718867;13.231024;10;Cynosurion R. Tx. 1947;lol per cyn;;;Schipisten;Schigebiet Gaissau, Piste 5 Latschenalmlift-West;skirun;R. Kaiser
ga184;99;0;0;0;99;3;0;0;0;0,55;0,03;4;4;;;1;0;0;2020-07-04;47.719726;13.229947;10;;;;;Schipisten;Schigebiet Gaissau, Piste 5 Latschenalmlift-West;skirun;R. Kaiser
ga185;97;0;0;0;97;1;0;0;0;0,55;0,1;4;4;;;3;0;0;2020-07-04;47.720178;13.230354;10;;;;;Schipisten;Schigebiet Gaissau, Piste 5 Latschenalmlift-West;skirun;R. Kaiser
ga186;99;0;0;0;99;1;0;0;0;0,25;0,02;4;4;;;0;1;0;2020-07-04;47.720308;13.229280;10;;;;;Schipisten;Schigebiet Gaissau, Piste 5 Latschenalmlift-West;skirun;R. Kaiser
ga187;99;0;0;0;99;1;0;0;0;0,5;0,02;4;4;;;0;1;0;2020-07-04;47.720492;13.228782;10;Cynosurion R. Tx. 1947;lol per cyn;;;Schipisten;Schigebiet Gaissau, Piste 5 Latschenalmlift-West;skirun;R. Kaiser
ga188;97;0;0;0;97;5;0;0;0;0,6;0,05;4;4;;;1;2;0;2020-07-04;47.719078;13.225927;10;;;;;Schipisten;Schigebiet Gaissau, Piste 6 Wieserhörndl;skirun;R. Kaiser
ga189;100;0;0;0;100;1;0;0;0;0,75;0,05;4;4;;;0;0;0;2020-07-04;47.719474;13.225532;10;Cynosurion R. Tx. 1947;lol per cyn;;;Schipisten;Schigebiet Gaissau, Piste 6 Wieserhörndl;skirun;R. Kaiser
ga190;99;0;0;0;99;15;0;0;0;0,5;0,03;4;4;;;0;1;0;2020-07-04;47.720105;13.225438;10;;;;;Schipisten;Schigebiet Gaissau, Piste 6 Wieserhörndl;skirun;R. Kaiser
ga191;98;0;0;0;95;15;0;0;0;0,6;0,03;4;4;;;1;1;0;2020-07-14;47.719066;13.225388;10;;;;;Schipisten;Schigebiet Gaissau, Piste 6 Wieserhörndl;skirun;R. Kaiser
ga192;98;0;0;0;98;25;0;0;0;0,6;0,03;4;4;;;1;1;0;2020-07-14;47.719107;13.224872;10;;;;;Schipisten;Schigebiet Gaissau, Piste 6 Wieserhörndl;skirun;R. Kaiser
ga193;99;0;0;0;99;3;0;0;0;0,55;0,02;4;4;;;0;1;0;2020-07-14;47.719996;13.225255;10;;;;;Schipisten;Schigebiet Gaissau, Piste 6 Wieserhörndl;skirun;R. Kaiser
ga194;95;0;0;0;95;3;0;0;0;0,6;0,1;4;4;;;5;0;0;2020-07-14;47.721193;13.227754;10;;;;;Schipisten;Schigebiet Gaissau, Piste 6 Wieserhörndl;skirun;R. Kaiser
ga195;80;0;0;0;70;60;0;0;0;0,4;0,05;4;4;;;15;0;0;2020-07-14;47.721560;13.228482;10;;;;;Schipisten;Schigebiet Gaissau, Piste 6 Wieserhörndl;skirun;R. Kaiser
ga196;65;0;0;0;40;40;0;0;0;0,45;0,03;4;4;;;45;0;0;2020-07-14;47.722117;13.229231;10;;;;;Schipisten;Schigebiet Gaissau, Piste 5 Latschenalmlift-West;skirun;R. Kaiser
ga197;99;0;0;0;99;1;0;0;0;0,4;0,03;4;4;;;0;1;0;2020-07-14;47.720374;13.229164;10;;;;;Schipisten;Schigebiet Gaissau, Piste 5 Latschenalmlift-West;skirun;R. Kaiser
ga198;95;0;0;0;95;1;0;0;0;0,75;0,1;4;4;;;0;5;0;2020-07-14;47.716567;13.239769;10;;;;;Schipisten;Schigebiet Gaissau, Piste 8 Latschenalmlift-Süd;skirun;R. Kaiser
ga199;99;0;0;3;99;1;0;0;1;0,9;0,2;4;4;;;0;1;0;2020-07-14;47.716388;13.239429;10;;;;;Schipisten;Schigebiet Gaissau, Piste 8 Latschenalmlift-Süd;skirun;R. Kaiser
ga200;95;0;0;0;93;10;0;0;0;0,7;0,03;4;4;;;1;4;0;2020-06-30;47.720028;13.235983;10;;;;;Schipisten;Schigebiet Gaissau, Piste 7 Latschenalmlift-Mitte;skirun;R. Kaiser
ga201;50;0;0;0;45;15;0;0;0;0,8;0,05;4;4;;;50;0;0;2020-06-30;47.720336;13.236338;10;;;;;Schipisten;Schigebiet Gaissau, Piste 7 Latschenalmlift-Mitte;skirun;R. Kaiser
ga202;85;0;0;0;83;15;0;0;0;0,7;0,03;4;4;;;15;0;0;2020-06-30;47.720795;13.236983;10;;;;;Schipisten;Schigebiet Gaissau, Piste 7 Latschenalmlift-Mitte;skirun;R. Kaiser
ga203;95;0;0;0;90;20;0;0;0;0,7;0,02;4;4;;;3;2;0;2020-06-30;47.721368;13.237247;10;;;;;Schipisten;Schigebiet Gaissau, Piste 7 Latschenalmlift-Mitte;skirun;R. Kaiser
ga204;95;0;0;0;90;60;0;0;0;0,3;0,02;4;4;;;4;1;0;2020-06-30;47.721844;13.236898;10;;;;;Schipisten;Schigebiet Gaissau, Piste 7 Latschenalmlift-Mitte;skirun;R. Kaiser
ga205;98;0;0;0;95;3;0;0;0;0,7;0,05;4;4;;;1;1;0;2020-06-30;47.722142;13.236691;10;;;;;Schipisten;Schigebiet Gaissau, Piste 7 Latschenalmlift-Mitte;skirun;R. Kaiser
ga206;99;0;0;0;97;5;0;0;0;0,35;0,02;4;4;;;1;0;0;2020-06-30;47.722605;13.236214;10;;;;;Schipisten;Schigebiet Gaissau, Piste 7 Latschenalmlift-Mitte;skirun;R. Kaiser
ga207;95;0;0;0;93;7;0;0;0;0,5;0,02;4;4;;;4;1;0;2020-06-30;47.723126;13.235286;10;;;;;Schipisten;Schigebiet Gaissau, Piste 7 Latschenalmlift-Mitte;skirun;R. Kaiser
ga208;97;0;0;0;95;10;0;0;0;0,3;0,02;4;4;;;2;1;0;2020-06-30;47.723575;13.234391;10;;;;;Schipisten;Schigebiet Gaissau, Piste 7 Latschenalmlift-Mitte;skirun;R. Kaiser
ga209;90;0;0;0;85;5;0;0;0;0,35;0,15;4;4;;;2;8;0;2020-06-30;47.723912;13.234015;10;;;;;Schipisten;Schigebiet Gaissau, Piste 7 Latschenalmlift-Mitte;skirun;R. Kaiser
ga210;80;0;0;0;75;10;0;0;0;0,35;0,15;4;4;;;5;15;0;2020-06-30;47.724036;13.233828;10;;;;;Schipisten;Schigebiet Gaissau, Piste 7 Latschenalmlift-Mitte;skirun;R. Kaiser
ga211;99;0;0;0;95;5;0;0;0;0,25;0,02;4;4;;;1;0;0;2020-06-30;47.724652;13.233787;10;;;;;Schipisten;Schigebiet Gaissau, Piste 7 Latschenalmlift-Mitte;skirun;R. Kaiser
ga212;98;0;0;0;98;3;0;0;0;0,3;0,02;4;4;;;1;1;0;2020-06-30;47.725294;13.233163;10;;;;;Schipisten;Schigebiet Gaissau, Piste 7 Latschenalmlift-Mitte;skirun;R. Kaiser
ga213;99;0;0;0;99;1;0;0;0;0,5;0,05;4;4;;;0;1;0;2020-06-30;47.726063;13.232614;10;;;;;Schipisten;Schigebiet Gaissau, Piste 7 Latschenalmlift-Mitte;skirun;R. Kaiser
ga214;95;0;0;0;95;3;0;0;0;0,5;0,03;4;4;;;3;2;0;2020-07-01;47.718655;13.226104;10;;;;;Schipisten;Schigebiet Gaissau, Piste 6 Wieserhörndl;skirun;R. Kaiser
ga215;99;0;0;0;99;1;0;0;0;0,6;0,1;4;4;;;0;1;0;2020-07-01;47.719403;13.226702;10;Cynosurion R. Tx. 1947;cre fes com >;;;Schipisten;Schigebiet Gaissau, Piste 6 Wieserhörndl;skirun;R. Kaiser
ga216;99;0;0;0;99;1;0;0;0;0,75;0,1;4;4;;;0;1;0;2020-07-01;47.720295;13.227369;10;Cynosurion R. Tx. 1947;lol per cyn;;;Schipisten;Schigebiet Gaissau, Piste 6 Wieserhörndl;skirun;R. Kaiser
ga217;80;0;0;0;75;7;0;0;0;0,35;0,05;4;4;;;20;0;0;2020-07-01;47.720650;13.227647;10;;;;;Schipisten;Schigebiet Gaissau, Piste 6 Wieserhörndl;skirun;R. Kaiser
ga218;97;0;0;0;97;3;0;0;0;0,35;0,05;4;4;;;1;0;0;2020-07-01;47.721173;13.228070;10;;;;;Schipisten;Schigebiet Gaissau, Piste 6 Wieserhörndl;skirun;R. Kaiser
