"plot";"abbr";"layer";"cov";"voucher";"determined";"history"
"wk05c";"vero cham cham";"hl";"+";"";"";""
"wk05c";"vibu lant";"hl";"+";"";"";""
"wk05c";"viol hirt";"hl";"+";"";"";""
"wk05c";"viol rivi";"hl";"+";"";"";""
"wk05c";"berb vulg";"sl";"+";"";"";""
"wk05c";"clem vita";"sl";"+";"";"";""
"wk05c";"corn mas";"sl";"+";"";"";""
"wk05c";"corn sang slat";"sl";"2b";"";"";""
"wk05c";"crat mono";"sl";"+";"";"";""
"wk05c";"frax exce";"sl";"+";"";"";""
"wk05c";"ligu vulg";"sl";"3";"";"";""
"wk05c";"loni xylo";"sl";"1";"";"";""
"wk05c";"rham cath";"sl";"+";"";"";""
"wk05c";"tili cord";"sl";"1";"";"";""
"wk05c";"ulmu glab";"sl";"+";"";"";""
"wk05c";"vibu lant";"sl";"+";"";"";""
"wk05c";"betu pend";"tl";"1";"";"";""
"wk05c";"clem vita";"tl";"+";"";"";""
"wk05c";"frax exce";"tl";"3";"";"";""
"wk05c";"quer robu";"tl";"3";"";"";""
"wk05c";"tili cord";"tl";"3";"";"";""
"wk05d";"acon nape nape";"hl";"+";"";"";""
"wk05d";"alnu inca";"hl";"+";"";"";""
"wk05d";"anem nemo";"hl";"+";"";"";""
"wk05d";"aqui atra";"hl";"+";"";"";""
"wk05d";"arrh elat";"hl";"+";"";"";""
"wk05d";"astr majo";"hl";"+";"";"";""
"wk05d";"berb vulg";"hl";"+";"";"";""
"wk05d";"brac pinn";"hl";"3";"";"";""
"wk05d";"brom erec";"hl";"1";"";"";""
"wk05d";"camp pers";"hl";"+";"";"";""
"wk05d";"care alba";"hl";"1";"";"";""
"wk05d";"care flac";"hl";"+";"";"";""
"wk05d";"care tome";"hl";"1";"";"";""
"wk05d";"clem rect";"hl";"+";"";"";""
"wk05d";"clem vita";"hl";"+";"";"";""
"wk05d";"colc autu";"hl";"+";"";"";""
"wk05d";"corn sang slat";"hl";"+";"";"";""
"wk05d";"epip hell slat";"hl";"+";"";"";""
"wk05d";"euph cypa";"hl";"+";"";"";""
"wk05d";"euph dulc";"hl";"+";"";"";""
"wk05d";"frax exce";"hl";"+";"";"";""
"wk05d";"gali albu";"hl";"+";"";"";""
"wk05d";"gali bore";"hl";"1";"";"";""
"wk05d";"koel pyra pyra";"hl";"2a";"";"";""
"wk05d";"lase lati lati";"hl";"1";"";"";""
"wk05d";"ligu vulg";"hl";"+";"";"";""
"wk05d";"lili bulb bulb";"hl";"+";"";"";""
"wk05d";"loni xylo";"hl";"+";"";"";""
"wk05d";"mela nemo";"hl";"+";"";"";""
"wk05d";"meli nuta";"hl";"+";"";"";""
"wk05d";"moli arun";"hl";"3";"";"";""
"wk05d";"peuc oreo";"hl";"+";"";"";""
"wk05d";"pleu aust";"hl";"+";"";"";""
"wk05d";"poa prat";"hl";"1";"";"";""
"wk05d";"quer robu";"hl";"+";"";"";""
"wk05d";"ranu nemo";"hl";"+";"";"";""
"wk05d";"rham cath";"hl";"+";"";"";""
"wk05d";"sali elea elea";"hl";"+";"";"";""
"wk05d";"secu vari";"hl";"1";"";"";""
"wk05d";"symp tube slat";"hl";"+";"";"";""
"wk05d";"thal flav";"hl";"+";"";"cf.";""
"wk05d";"tili cord";"hl";"+";"";"";""
"wk05d";"trif mont mont";"hl";"+";"";"";""
"wk05d";"vibu lant";"hl";"+";"";"";""
"wk05d";"vici crac";"hl";"+";"";"";""
"wk05d";"viol hirt";"hl";"+";"";"";""
"wk05d";"viol rivi";"hl";"+";"";"";""
"wk05d";"alnu inca";"sl";"+";"";"";""
"wk05d";"clem vita";"sl";"+";"";"";""
"wk05d";"corn sang slat";"sl";"2b";"";"";""
"wk05d";"frax exce";"sl";"+";"";"";""
"wk05d";"ligu vulg";"sl";"2a";"";"";""
"wk05d";"loni xylo";"sl";"1";"";"";""
"wk05d";"quer robu";"sl";"+";"";"";""
"wk05d";"sali elea elea";"sl";"1";"";"";""
"wk05d";"tili cord";"sl";"1";"";"";""
"wk05d";"vibu lant";"sl";"+";"";"";""
"wk05d";"clem vita";"tl";"+";"";"";""
"wk05d";"frax exce";"tl";"1";"";"";""
"wk05d";"quer robu";"tl";"2b";"";"";""
"wk05d";"tili cord";"tl";"2b";"";"";""
