"plot";"abbr";"layer";"cov";"scale";"history"
"gm9a";"vibu opul";"hl";"+";"";""
"gm9a";"acer plat";"sl";"+";"";""
"gm9a";"acer pseu";"sl";"+";"";""
"gm9a";"betu pend";"sl";"+";"";""
"gm9a";"carp betu";"sl";"+";"";""
"gm9a";"cory avel";"sl";"3";"";""
"gm9a";"fagu sylv";"sl";"+";"";""
"gm9a";"frax exce";"sl";"1";"";""
"gm9a";"ligu vulg";"sl";"+";"";""
"gm9a";"pice abie";"sl";"+";"";""
"gm9a";"prun aviu slat";"sl";"+";"";" | Changed prun aviu To prun aviu slat 2012-11-27 01:00:28"
"gm9a";"sali capr";"sl";"1";"";""
"gm9a";"samb nigr";"sl";"1";"";""
"gm9a";"tili plat";"sl";"+";"";""
"gm9a";"vibu opul";"sl";"+";"";""
"gm9a";"acer plat";"tl";"+";"";""
"gm9a";"acer pseu";"tl";"1";"";""
"gm9a";"frax exce";"tl";"2b";"";""
"gm9a";"prun aviu slat";"tl";"1";"";" | Changed prun aviu To prun aviu slat 2012-11-27 01:00:28"
"gm9a";"quer robu";"tl";"3";"";""
