plot,abbr,layer,cover,voucher,intern,comment,history
rmr01,trit aest slat,cl,d,,,Deckfrucht,
rmr01,anag arve,fl,l,,,,
rmr01,anth arve arve,fl,x,,,,
rmr01,aper spic vent,fl,x,,,,
rmr01,cera glom,fl,l,,,,
rmr01,chen albu slat,fl,x,,,,
rmr01,cyan sege,fl,l,,,,
rmr01,elyt repe,fl,l,,,,
rmr01,fall conv,fl,x,,,,
rmr01,gali apar,fl,x,,,,
rmr01,loli mult,fl,l,,,,
rmr01,loli pere,fl,l,,,,
rmr01,matr cham,fl,x,,,,
rmr01,medi vari,fl,l,,,,
rmr01,myos arve arve,fl,l,,,,
rmr01,papa rhoe,fl,l,,,,
rmr01,pers lapa slat,fl,l,,,,
rmr01,poa triv,fl,l,,,,
rmr01,rume cris,fl,l,,,,
rmr01,sonc aspe aspe,fl,l,,,,
rmr01,stel medi,fl,x,,,,
rmr01,vero hede hede,fl,l,,,,
rmr01,vero pers,fl,x,,,,
rmr01,vici angu sege,fl,l,,,,
rmr01,vici hirs,fl,l,,,,
rmr02,seca cere,cl,d,,,Deckfrucht,
rmr02,anag arve,fl,l,,,,
rmr02,anth arve arve,fl,l,,,,
rmr02,aper spic vent,fl,x,,,,
rmr02,apha arve,fl,d,,,,
rmr02,cirs arve,fl,l,,,,
rmr02,conv arve,fl,x,,,,
rmr02,cyan sege,fl,x,,,,
rmr02,fall conv,fl,l,,,,
rmr02,gale tetr,fl,l,,,,
rmr02,gera diss,fl,l,,,,
rmr02,laps comm comm,fl,l,,,,
rmr02,matr cham,fl,d,,,,
rmr02,myos arve arve,fl,x,,,,
rmr02,odon vern,fl,l,2022-0000,,,
rmr02,papa rhoe,fl,l,,,,
rmr02,poa triv,fl,l,,,,
rmr02,sher arve,fl,l,,,,
rmr02,sonc aspe aspe,fl,l,,,,
rmr02,trif prat prat,fl,l,,,,
rmr02,vale rimo,fl,l,,,,
rmr02,vero arve,fl,l,,,,
rmr02,vero pers,fl,l,,,,
rmr02,vici glab,fl,l,,,,
rmr02,vici hirs,fl,d,,,,
rmr02,vici tetr,fl,l,,,,
rmr03,trit aest slat,cl,d,,,Deckfrucht,
rmr03,aper spic vent,fl,l,,,,
rmr03,chen albu slat,fl,l,,,,
rmr03,cirs arve,fl,l,,,,
rmr03,conv arve,fl,x,,,,
rmr03,cyan sege,fl,d,,,,
rmr03,elyt repe,fl,l,,,,
rmr03,fall conv,fl,l,,,,
rmr03,fuma offi slat,fl,x,2022-0000,,,
rmr03,gali apar,fl,l,,,,
rmr03,gera diss,fl,l,,,,
rmr03,laps comm comm,fl,x,,,,
rmr03,matr cham,fl,l,,,,
rmr03,myos arve arve,fl,l,,,,
rmr03,papa rhoe,fl,x,2022-0000,,,
rmr03,pers lapa slat,fl,l,,,,
rmr03,poa triv,fl,l,,,,
rmr03,pote anse anse,fl,x,,,,
rmr03,ranu repe,fl,l,,,,
rmr03,sina arve,fl,l,,,,
rmr03,stel medi,fl,l,,,,
rmr03,trif prat prat,fl,l,,,,
rmr03,vero pers,fl,l,,,,
rmr03,vici hirs,fl,x,,,,
rmr03,vici tetr,fl,l,,,,
rmr04,trit aest slat,cl,d,,,Deckfrucht,
rmr04,alop myos,fl,l,,,,
rmr04,anth arve arve,fl,l,,,,
rmr04,aper spic vent,fl,l,,,,
rmr04,apha arve,fl,x,,,,
rmr04,aren serp,fl,l,,,,
rmr04,cirs arve,fl,l,,,,
rmr04,conv arve,fl,l,,,,
rmr04,cyan sege,fl,x,,,,
rmr04,fall bohe,fl,l,,,,
rmr04,gale tetr,fl,l,,,,
rmr04,gali apar,fl,l,,,,
rmr04,matr cham,fl,x,,,,
rmr04,myos arve arve,fl,x,,,,
rmr04,papa rhoe,fl,x,,,,
rmr04,pers lapa slat,fl,x,,,,
rmr04,pers macu,fl,x,,,,
rmr04,poa triv,fl,l,,,,
rmr04,sonc aspe aspe,fl,l,,,,
rmr04,stel medi,fl,l,,,,
rmr04,thla arve,fl,l,,,,
rmr04,vale rimo,fl,x,2022-0000,,,
rmr04,vero arve,fl,l,,,,
rmr04,vero pers,fl,x,,,,
rmr04,vici hirs,fl,l,,,,
rmr04,vici tetr,fl,l,,,,
rmr05,seca cere,cl,d,,,Deckfrucht,
rmr05,anag arve,fl,l,,,,
rmr05,anth arve arve,fl,x,,,,
rmr05,apha arve,fl,x,,,,
rmr05,aren serp,fl,d,,,,
rmr05,aven sati sati,fl,l,,,,
rmr05,came sati slat,fl,l,,,,
rmr05,cirs arve,fl,l,,,,
rmr05,conv arve,fl,x,,,,
rmr05,cyan sege,fl,x,,,,
rmr05,equi arve,fl,l,,,,
rmr05,fall conv,fl,l,,,,
rmr05,gale tetr,fl,l,,,,
rmr05,knau arve arve,fl,l,,,,
rmr05,laps comm comm,fl,l,,,,
rmr05,matr cham,fl,x,,,,
rmr05,myos arve arve,fl,x,,,,
rmr05,odon vern,fl,x,2022-0000,,,
rmr05,papa rhoe,fl,l,,,,
rmr05,raph raph,fl,l,,,,
rmr05,ranu arve,fl,l,,,,
rmr05,sher arve,fl,d,,,,
rmr05,trif repe repe,fl,l,,,,
rmr05,vale rimo,fl,x,,,,
rmr05,vero pers,fl,l,,,,
rmr05,vici angu sege,fl,l,,,,
rmr05,vici glab,fl,l,,,,
rmr05,vici hirs,fl,l,,,,
rmr05,vici tetr,fl,l,,,,
rmr05,viol arve arve,fl,d,,,,
rmr06,seca cere,cl,d,,,Deckfrucht,
rmr06,anag arve,fl,l,,,,
rmr06,anth arve arve,fl,x,,,,
rmr06,aper spic vent,fl,l,,,,
rmr06,apha arve,fl,x,,,,
rmr06,arab thal,fl,l,,,,
rmr06,aren serp,fl,x,,,,
rmr06,cirs arve,fl,l,,,,
rmr06,conv arve,fl,x,,,,
rmr06,cyan sege,fl,x,,,,
rmr06,fest rubr rubr,fl,l,,,,
rmr06,gale tetr,fl,x,,,,
rmr06,gali albu,fl,l,,,,
rmr06,knau arve arve,fl,l,,,,
rmr06,laps comm comm,fl,l,,,,
rmr06,loli mult,fl,l,,,,
rmr06,matr cham,fl,x,,,,
rmr06,myos arve arve,fl,l,,,,
rmr06,odon vern,fl,l,2022-0000,,,
rmr06,papa rhoe,fl,l,,,,
rmr06,phle prat,fl,l,,,,
rmr06,poa annu,fl,l,,,,
rmr06,sher arve,fl,x,,,,
rmr06,vale dent,fl,l,,,cf.,
rmr06,vale locu,fl,l,,,,
rmr06,vale rimo,fl,l,,,,
rmr06,vero arve,fl,l,,,,
rmr06,vero pers,fl,l,,,,
rmr06,vici hirs,fl,l,,,,
rmr06,vici tetr,fl,l,,,,
rmr06,viol arve arve,fl,l,,,,
rmr07,seca cere,cl,d,,,Deckfrucht,
rmr07,aper spic vent,fl,l,,,,
rmr07,apha arve,fl,x,,,,
rmr07,arab thal,fl,x,,,,
rmr07,aren serp,fl,x,,,,
rmr07,cera glom,fl,l,,,,
rmr07,conv arve,fl,x,,,,
rmr07,cyan sege,fl,x,,,,
rmr07,equi arve,fl,l,,,,
rmr07,gale tetr,fl,l,,,,
rmr07,gali apar,fl,l,,,,
rmr07,gera colu,fl,l,,,,
rmr07,gera diss,fl,x,,,,
rmr07,laps comm comm,fl,x,,,,
rmr07,loli mult,fl,l,,,,
rmr07,matr cham,fl,x,,,,
rmr07,myos arve arve,fl,x,,,,
rmr07,poa triv,fl,l,,,,
rmr07,ranu arve,fl,l,2022-0000,,,
rmr07,raph raph,fl,l,,,,
rmr07,rume obtu slat,fl,l,,,,
rmr07,sina arve,fl,l,,,,
rmr07,stel medi,fl,x,,,,
rmr07,vale locu,fl,l,,,,
rmr07,vero arve,fl,x,,,,
rmr07,vero hede hede,fl,l,,,,
rmr07,vero pers,fl,l,,,,
rmr07,vici glab,fl,l,,,,
rmr07,viol arve arve,fl,x,,,,
rmr08,seca cere,cl,d,,,Deckfrucht,
rmr08,acer pseu,fl,l,,,,
rmr08,achi mill aggr,fl,l,,,,
rmr08,anth arve arve,fl,x,,,,
rmr08,aper spic vent,fl,x,,,,
rmr08,apha arve,fl,x,,,,
rmr08,arab thal,fl,l,,,,
rmr08,aren serp,fl,x,,,,
rmr08,aven sati sati,fl,l,,,,
rmr08,cera glom,fl,l,,,,
rmr08,cera holo,fl,l,,,,
rmr08,cirs arve,fl,l,,,,
rmr08,conv arve,fl,x,,,,
rmr08,cyan sege,fl,d,,,,
rmr08,dact glom glom,fl,l,,,,
rmr08,elyt repe,fl,l,,,,
rmr08,equi arve,fl,d,,,,
rmr08,fall conv,fl,l,,,,
rmr08,laps comm comm,fl,l,,,,
rmr08,loli mult,fl,l,,,,
rmr08,matr cham,fl,x,,,,
rmr08,medi lupu,fl,l,,,,
rmr08,medi sati,fl,l,,,,
rmr08,myos arve arve,fl,x,,,,
rmr08,odon vern,fl,l,,,,
rmr08,papa rhoe,fl,l,,,,
rmr08,phle prat,fl,l,,,,
rmr08,poa annu,fl,l,,,,
rmr08,poa triv,fl,l,,,,
rmr08,ranu arve,fl,l,,,,
rmr08,ranu repe,fl,l,,,,
rmr08,sher arve,fl,l,,,,
rmr08,stel medi,fl,x,,,,
rmr08,trif repe repe,fl,l,,,,
rmr08,vale locu,fl,l,,,,
rmr08,vero arve,fl,x,,,,
rmr08,vici crac,fl,l,,,,
rmr08,vici glab,fl,l,,,,
rmr08,vici hirs,fl,l,,,,
rmr08,vici tetr,fl,l,,,,
rmr08,viol arve arve,fl,x,,,,
rmr09,seca cere,cl,d,,,Deckfrucht,
rmr09,anth arve arve,fl,l,,,,
rmr09,aper spic vent,fl,l,,,,
rmr09,cirs arve,fl,x,,,,
rmr09,conv arve,fl,x,,,,
rmr09,cyan sege,fl,x,,,,
rmr09,dact glom glom,fl,l,,,,
rmr09,elyt repe,fl,l,,,,
rmr09,equi arve,fl,x,,,,
rmr09,fall conv,fl,l,,,,
rmr09,gale tetr,fl,l,,,,
rmr09,gali albu,fl,l,,,,
rmr09,gali apar,fl,l,,,,
rmr09,laps comm comm,fl,x,,,,
rmr09,loli mult,fl,l,,,,
rmr09,matr cham,fl,x,,,,
rmr09,papa rhoe,fl,l,,,,
rmr09,poa triv,fl,l,,,,
rmr09,ranu repe,fl,x,,,,
rmr09,rume obtu slat,fl,l,,,,
rmr09,sina arve,fl,l,,,,
rmr09,stel medi,fl,x,,,,
rmr09,vale dent,fl,l,,,,
rmr09,vale rimo,fl,l,,,,
rmr09,vici glab,fl,d,,,,
rmr09,vici hirs,fl,x,,,,
rmr09,vici tetr,fl,l,,,,
rmr09,viol arve arve,fl,x,,,,
rmr10,seca cere,cl,d,,,Deckfrucht,
rmr10,anth arve arve,fl,l,,,,
rmr10,aper spic vent,fl,l,,,,
rmr10,cera holo,fl,l,,,,
rmr10,cirs arve,fl,l,,,,
rmr10,cyan sege,fl,x,,,,
rmr10,equi arve,fl,l,,,,
rmr10,gera diss,fl,l,,,,
rmr10,laps comm comm,fl,x,,,,
rmr10,lath prat prat,fl,l,,,,
rmr10,loli mult,fl,l,,,,
rmr10,loli pere,fl,l,,,,
rmr10,medi sati,fl,l,,,,
rmr10,myos arve arve,fl,x,,,,
rmr10,papa rhoe,fl,l,,,,
rmr10,poa triv,fl,l,,,,
rmr10,ranu arve,fl,x,,,,
rmr10,ranu repe,fl,l,,,,
rmr10,sher arve,fl,x,,,,
rmr10,sina alba alba,fl,l,,,,
rmr10,trif prat prat,fl,l,,,,
rmr10,trif repe repe,fl,l,,,,
rmr10,trip inod,fl,l,,,,
rmr10,trit spel,fl,l,,,,
rmr10,vale rimo,fl,x,,,,
rmr10,vero arve,fl,x,,,,
rmr10,vero pers,fl,l,,,,
rmr10,vici glab,fl,d,,,,
rmr10,vici hirs,fl,l,,,,
rmr10,vici tetr,fl,l,,,,
rmr11,trit spel,cl,d,,,Deckfrucht,
rmr11,apha arve,fl,x,,,,
rmr11,arab thal,fl,l,,,,
rmr11,aren serp,fl,x,,,,
rmr11,cirs arve,fl,l,,,,
rmr11,conv arve,fl,x,,,,
rmr11,cyan sege,fl,x,,,,
rmr11,dact glom glom,fl,l,,,,
rmr11,euph heli,fl,l,,,,
rmr11,fest prat prat,fl,l,,,,
rmr11,hypo radi,fl,l,,,,
rmr11,laps comm comm,fl,x,,,,
rmr11,loli mult,fl,l,,,,
rmr11,loli pere,fl,l,,,,
rmr11,matr cham,fl,x,,,,
rmr11,medi lupu,fl,l,,,,
rmr11,myos arve arve,fl,x,,,,
rmr11,papa rhoe,fl,l,,,,
rmr11,phle prat,fl,l,,,,
rmr11,pimp saxi saxi,fl,x,,,,
rmr11,poa prat,fl,l,,,,
rmr11,poa triv,fl,l,,,,
rmr11,prun vulg,fl,l,,,,
rmr11,ranu repe,fl,x,,,,
rmr11,sher arve,fl,l,,,,
rmr11,trif camp,fl,l,,,,
rmr11,trif prat prat,fl,l,,,,
rmr11,trif repe repe,fl,x,,,,
rmr11,vale dent,fl,x,,,,
rmr11,vale rimo,fl,x,,,,
rmr11,vero arve,fl,l,,,,
rmr11,vici glab,fl,l,,,,
rmr11,viol arve arve,fl,l,,,,
rmr12,seca cere,cl,d,,,Deckfrucht,
rmr12,alop myos,fl,x,,,,
rmr12,aper spic vent,fl,l,,,,
rmr12,apha arve,fl,d,,,,
rmr12,aren serp,fl,x,,,,
rmr12,conv arve,fl,l,,,,
rmr12,cyan sege,fl,x,,,,
rmr12,elyt repe,fl,l,,,,
rmr12,equi arve,fl,l,,,,
rmr12,fall conv,fl,l,,,,
rmr12,gale tetr,fl,l,,,,
rmr12,gali apar,fl,l,,,,
rmr12,gera diss,fl,l,,,,
rmr12,laps comm comm,fl,l,,,,
rmr12,matr cham,fl,x,,,,
rmr12,papa rhoe,fl,l,,,,
rmr12,poa triv,fl,l,,,,
rmr12,sher arve,fl,l,,,,
rmr12,vale dent,fl,l,,,,
rmr12,vale locu,fl,l,,,,
rmr12,vale rimo,fl,x,,,,
rmr12,vero arve,fl,l,,,,
rmr12,vero pers,fl,l,,,,
rmr12,vici hirs,fl,x,,,,
rmr12,vici tetr,fl,l,,,,
rmr12,viol arve arve,fl,x,,,,
rmr13,seca cere,cl,d,,,Deckfrucht,
rmr13,anth arve arve,fl,d,,,,
rmr13,aper spic vent,fl,l,,,,
rmr13,apha arve,fl,x,,,,
rmr13,cirs arve,fl,l,,,,
rmr13,elyt repe,fl,l,,,,
rmr13,gera diss,fl,l,,,,
rmr13,laps comm comm,fl,x,,,,
rmr13,lego spec,fl,l,,,,
rmr13,loli mult,fl,l,,,,
rmr13,matr cham,fl,l,,,,
rmr13,myos arve arve,fl,x,,,,
rmr13,papa rhoe,fl,l,,,,
rmr13,plan lanc,fl,l,,,,
rmr13,ranu repe,fl,d,,,,
rmr13,sher arve,fl,l,,,,
rmr13,sonc aspe aspe,fl,l,,,,
rmr13,stac palu,fl,x,,,,
rmr13,tara sect rude,fl,l,,,,
rmr13,trif repe repe,fl,l,,,,
rmr13,trit spel,fl,l,,,,
rmr13,vero arve,fl,l,,,,
rmr13,vero pers,fl,l,,,,
rmr13,vici hirs,fl,l,,,,
rmr13,vici tetr,fl,l,,,,
rmr13,viol arve arve,fl,x,,,,
rmr14,seca cere,cl,d,,,Deckfrucht,
rmr14,anth arve arve,fl,d,,,,
rmr14,aper spic vent,fl,l,,,,
rmr14,apha arve,fl,x,,,,
rmr14,aren serp,fl,l,,,,
rmr14,cirs arve,fl,l,,,,
rmr14,conv arve,fl,l,,,,
rmr14,cyan sege,fl,l,,,,
rmr14,gali apar,fl,l,,,,
rmr14,laps comm comm,fl,x,,,,
rmr14,lego spec,fl,d,,,,
rmr14,matr cham,fl,l,,,,
rmr14,medi sati,fl,l,,,,
rmr14,myos arve arve,fl,x,,,,
rmr14,papa rhoe,fl,x,,,,
rmr14,poa annu,fl,l,,,,
rmr14,poa triv,fl,l,,,,
rmr14,pote anse anse,fl,l,,,,
rmr14,ranu arve,fl,l,,,,
rmr14,ranu repe,fl,d,,,,
rmr14,sonc aspe aspe,fl,x,,,,
rmr14,stel medi,fl,x,,,,
rmr14,trip inod,fl,l,,,,
rmr14,vici hirs,fl,l,,,,
rmr14,vici tetr,fl,l,,,,
rmr14,viol arve arve,fl,x,,,,
rmr15,seca cere,cl,d,,,Deckfrucht,
rmr15,anth arve arve,fl,d,,,,
rmr15,aper spic vent,fl,x,,,,
rmr15,apha arve,fl,x,,,,
rmr15,aven sati sati,fl,l,,,,
rmr15,cera glom,fl,l,,,,
rmr15,cirs arve,fl,l,,,,
rmr15,conv arve,fl,x,,,,
rmr15,gali apar,fl,l,,,,
rmr15,gera diss,fl,x,,,,
rmr15,laps comm comm,fl,x,,,,
rmr15,lego spec,fl,l,,,,
rmr15,loli mult,fl,l,,,,
rmr15,matr cham,fl,l,,,,
rmr15,medi sati,fl,l,,,,
rmr15,papa rhoe,fl,l,,,,
rmr15,poa annu,fl,l,,,,
rmr15,poa triv,fl,l,,,,
rmr15,pote rept,fl,l,,,,
rmr15,ranu repe,fl,x,,,,
rmr15,trif repe repe,fl,x,,,,
rmr15,vale dent,fl,l,,,,
rmr15,vale rimo,fl,x,,,,
rmr15,vero arve,fl,l,,,,
rmr15,vero hede hede,fl,l,,,,
rmr15,vero pers,fl,l,,,,
rmr15,vici hirs,fl,l,,,,
rmr15,vici tetr,fl,l,,,,
rmr15,viol arve arve,fl,x,,,,
rmr16,trit aest slat,cl,d,,,Deckfrucht,
rmr16,anag arve,fl,l,,,,
rmr16,anth arve arve,fl,l,,,,
rmr16,caly sepi,fl,x,,,,
rmr16,came sati slat,fl,x,2022-0000,,,
rmr16,caps burs,fl,l,,,,
rmr16,chen albu slat,fl,x,,,,
rmr16,cirs arve,fl,l,,,,
rmr16,conv arve,fl,x,,,,
rmr16,cyan sege,fl,l,,,,
rmr16,fest prat prat,fl,l,,,,
rmr16,gale tetr,fl,l,,,,
rmr16,gali apar,fl,l,,,,
rmr16,gali cili,fl,l,,,,
rmr16,laps comm comm,fl,l,,,,
rmr16,loli mult,fl,l,,,,
rmr16,loli pere,fl,l,,,,
rmr16,medi lupu,fl,l,,,,
rmr16,medi sati,fl,l,,,,
rmr16,myos arve arve,fl,l,,,,
rmr16,pers lapa slat,fl,l,,,,
rmr16,pers macu,fl,l,,,,
rmr16,phle prat,fl,l,,,,
rmr16,poa triv,fl,l,,,,
rmr16,sher arve,fl,x,,,,
rmr16,sonc aspe aspe,fl,l,,,,
rmr16,stel medi,fl,l,,,,
rmr16,trif prat prat,fl,l,,,,
rmr16,trif repe repe,fl,l,,,,
rmr16,vale rimo,fl,x,,,,
rmr16,vero arve,fl,l,,,,
rmr16,vero pers,fl,l,,,,
rmr16,vici crac,fl,l,,,,
rmr16,viol arve arve,fl,l,,,,
rmr17,linu usit,cl,d,,,Deckfrucht,
rmr17,anth arve arve,fl,l,,,,
rmr17,arab thal,fl,l,,,,
rmr17,aren serp,fl,d,,,,
rmr17,caps burs,fl,l,,,,
rmr17,care hirt,fl,l,,,,
rmr17,cera glom,fl,l,,,,
rmr17,chen albu slat,fl,x,,,,
rmr17,cich inty,fl,l,,,,
rmr17,cirs arve,fl,l,,,,
rmr17,euph heli,fl,l,,,,
rmr17,gali cili,fl,x,,,,
rmr17,lami purp,fl,l,,,,
rmr17,laps comm comm,fl,l,,,,
rmr17,loli mult,fl,l,,,,
rmr17,matr cham,fl,x,,,,
rmr17,pers lapa slat,fl,l,,,,
rmr17,pers macu,fl,l,,,,
rmr17,poa triv,fl,l,,,,
rmr17,ranu repe,fl,d,,,,
rmr17,sher arve,fl,l,,,,
rmr17,tara sect rude,fl,l,,,,
rmr17,vale dent,fl,l,,cf.,,
rmr17,vero arve,fl,l,,,,
rmr17,vero pers,fl,d,,,,
rmr18,seca cere,cl,d,,,Deckfrucht,
rmr18,anth arve arve,fl,x,,,,
rmr18,aper spic vent,fl,x,,,,
rmr18,apha arve,fl,x,,,,
rmr18,arab thal,fl,l,,,,
rmr18,aren serp,fl,x,,,,
rmr18,caps burs,fl,x,,,,
rmr18,cera glom,fl,l,,,,
rmr18,cera holo,fl,l,,,,
rmr18,conv arve,fl,l,,,,
rmr18,cyan sege,fl,x,,,,
rmr18,epil spec ies,fl,l,,,,
rmr18,matr cham,fl,x,,,,
rmr18,medi lupu,fl,l,,,,
rmr18,myos arve arve,fl,x,,,,
rmr18,odon vern,fl,l,,,,
rmr18,papa rhoe,fl,x,,,,
rmr18,rubu caes,fl,l,,,,
rmr18,sher arve,fl,l,,,,
rmr18,trif alex,fl,l,,,,
rmr18,trif repe repe,fl,l,,,,
rmr18,vale dent,fl,l,,,,
rmr18,vale locu,fl,l,,,,
rmr18,vale rimo,fl,x,,,,
rmr18,vero arve,fl,l,,,,
rmr18,vero pers,fl,d,,,,
rmr18,vici angu sege,fl,l,,,,
rmr18,vici hirs,fl,x,,,,
rmr18,vici tetr,fl,l,,,,
rmr19,pisu sati arve,cl,d,,,Deckfrucht,
rmr19,anth arve arve,fl,l,,,,
rmr19,aper spic vent,fl,l,,,,
rmr19,apha arve,fl,d,,,,
rmr19,arab thal,fl,l,,,,
rmr19,arrh elat,fl,l,,,,
rmr19,cirs arve,fl,l,,,,
rmr19,conv arve,fl,l,,,,
rmr19,cyan sege,fl,d,,,,
rmr19,dact glom glom,fl,l,,,,
rmr19,equi arve,fl,l,,,,
rmr19,gale tetr,fl,x,,,,
rmr19,gali albu,fl,l,,,,
rmr19,gali apar,fl,l,,,,
rmr19,medi lupu,fl,l,,,,
rmr19,myos arve arve,fl,x,,,,
rmr19,odon vern,fl,x,,,,
rmr19,poa triv,fl,l,,,,
rmr19,rubu caes,fl,l,,,,
rmr19,rume cris,fl,l,,,,
rmr19,sher arve,fl,l,,,,
rmr19,stel medi,fl,l,,,,
rmr19,trit cale,fl,l,,,,
rmr19,vale rimo,fl,l,,,,
rmr19,vici angu sege,fl,l,,,,
rmr19,vici tetr,fl,l,,,,
rmr19,vici hirs,fl,d,,,,
rmr19,viol arve arve,fl,l,,,,
rmr20,aven sati sati,cl,d,,,Deckfrucht,
rmr20,achi mill aggr,fl,l,,,,
rmr20,alop prat,fl,l,,,,
rmr20,anag arve,fl,x,,,,
rmr20,arab thal,fl,x,,,,
rmr20,caps burs,fl,l,,,,
rmr20,cera glom,fl,x,,,,
rmr20,cera holo,fl,l,,,,
rmr20,chen albu slat,fl,x,,,,
rmr20,cirs arve,fl,l,,,,
rmr20,conv arve,fl,x,,,,
rmr20,dact glom glom,fl,l,,,,
rmr20,digi sang slat,fl,x,,cf.,,
