plot;abbr;layer;cov;history
zw245;Phlyarge;kl;10;
zw245;Parmglab;kl;20;
zw245;Grapscri;kl;10;
zw245;Leprinca;kl;10;
zw245;Pertamar;kl;40;
zw245;Lecavari;kl;10;
zw246;Gyaljene;kl;70;
zw247;Gyaljene;kl;60;
zw248;Verrmura;kl;30;
zw248;Leprinca;kl;10;
zw248;Gyaljene;kl;1;
zw248;Opegdolo;kl;10;
zw248;Verrhoch;kl;40;
zw249;Verrmura;kl;30;
zw249;Gyaljene;kl;20;
zw249;Verrhoch;kl;40;
zw250;Verrmura;kl;20;
zw250;Leprinca;kl;20;
zw250;Opegatra;kl;20;
zw250;Gyaljene;kl;30;
zw251;Protrupe;kl;80;
zw252;Cladfimb;kl;10;
zw253;Cladfimb;kl;20;
st254;Cladfimb;kl;5;
st255;Buelgris;kl;60;
st256;Phlyarge;kl;20;
st256;Pertalbe;kl;10;
st256;Leprinca;kl;5;
st256;Parmexas;kl;5;
st257;Leprinca;kl;10;
st257;Hypophys;kl;10;
st257;Platglau;kl;10;
st257;Hypovitt;kl;1;
st258;Collfusc;kl;1;
st258;Peltprae;kl;1;
st258;Leptlich;kl;1;
st258;Cladpyxi;kl;5;
st259;Cladconi;kl;5;
st260;Peltprae;kl;1;
st260;Leptlich;kl;5;
st261;Peltprae;kl;60;
st262;Phlyarge;kl;15;
st262;Leprinca;kl;5;
st262;Normpulc;kl;5;
st262;Cladpyxi;kl;1;
st263;Phlyarge;kl;50;
st263;Leprinca;kl;30;
st263;Normpulc;kl;10;
st263;Cladpyxi;kl;1;
st264;Gyaljene;kl;80;
st264;Verrhoch;kl;1;
st264;Verrcaer;kl;20;
st265;Verrmura;kl;10;
st265;Gyaljene;kl;80;
st265;Verrhoch;kl;10;
st265;Verrcaer;kl;1;
st266;Gyaljene;kl;90;
st266;Verrhoch;kl;10;
st267;Gyaljene;kl;50;
st267;Verrcaer;kl;50;
lu268;Verrmura;kl;20;
lu268;Verrnigr;kl;20;
lu268;Collflac;kl;10;
st268;Phlyarge;kl;10;
lu268;Gyaljene;kl;40;
st268;Cladpyxi;kl;10;
st268;Parmambi;kl;10;
st268;Imshaleu;kl;1;
st268;Verrcaer;kl;1;
lu268;Verramyl;kl;10;
st269;Lecachla;kl;10;
st269;Phlyarge;kl;70;
st269;Grapscri;kl;1;
st269;Leprinca;kl;10;
st270;Verrnigr;kl;1;
st270;Protrupe;kl;50;
st270;Gyaljene;kl;30;
st270;Leprniva;kl;1;
st270;Verrhoch;kl;20;
st271;Buelgris;kl;10;
st271;Phlyarge;kl;1;
st271;Leprinca;kl;1;
st271;Cladfimb;kl;20;
st271;Cladconi;kl;20;
st271;Parmambi;kl;10;
st271;Imshaleu;kl;1;
st272;Lecacarp;kl;1;
st272;Phlyarge;kl;80;
st272;Parmglab;kl;10;
st272;Grapscri;kl;10;
st272;Parmtili;kl;1;
st272;Peltprae;kl;1;
st273;Lecacarp;kl;1;
st273;Phlyarge;kl;80;
st273;Grapscri;kl;10;
st273;Parmtili;kl;1;
st274;Leprinca;kl;20;
st274;Peltprae;kl;70;
st275;Verrmura;kl;50;
st275;Gyaljene;kl;20;
st275;Collcris;kl;1;
st275;Leprniva;kl;1;
st276;Leprinca;kl;1;
st276;Collcris;kl;5;
st276;Peltprae;kl;15;
st277;Leprinca;kl;1;
st277;Collcris;kl;1;
st277;Peltprae;kl;10;
st278;Buelgris;kl;1;
st278;Phlyarge;kl;5;
st278;Loxoelat;kl;1;
st278;Chaechry;kl;1;
st278;Chaeferr;kl;1;
st278;Opegnive;kl;1;
st279;Phlyarge;kl;100;
st280;Phlyarge;kl;20;
st280;Parmglab;kl;10;
st280;Parmsulc;kl;20;
st280;Leprinca;kl;1;
st280;Dimepine;kl;1;
st281;Phlyarge;kl;20;
st281;Grapscri;kl;60;
st282;Hyposcal;kl;1;
st282;Chaeferr;kl;5;
st282;Hypocara;kl;1;
st283;Hyposcal;kl;1;
st283;Chaeferr;kl;5;
st283;Hypocara;kl;1;
st284;Pseufurf;kl;100;
st285;Verrmura;kl;30;
st285;Verrnigr;kl;1;
st285;Protrupe;kl;20;
st285;Gyaljene;kl;30;
st285;Leptlich;kl;40;
st285;Verrcaer;kl;1;
st286;Peltprae;kl;40;
fu287;Cladconi;kl;5;
fu288;Phlyarge;kl;5;
fu289;Phlyarge;kl;20;
fu290;Buelgris;kl;10;
fu290;Parmsulc;kl;20;
fu290;Parmcape;kl;20;
fu291;Leprinca;kl;60;
fu292;Leprinca;kl;50;
fu293;Leprinca;kl;10;
fu293;Cladconi;kl;30;
fu294;Phlyarge;kl;70;
fu294;Grapscri;kl;20;
fu295;Lecacarp;kl;80;
fu295;Grapscri;kl;10;
fu296;Leprinca;kl;1;
fu296;Cladconi;kl;10;
fu297;Peltprae;kl;20;
fu298;Peltprae;kl;30;
fu299;Cladconi;kl;20;
fu299;Hypocara;kl;1;
fu300;Cladfimb;kl;25;
fu300;Claddigi;kl;25;
fu301;Phlyarge;kl;60;
fu301;Grapscri;kl;20;
fu301;Leprinca;kl;20;
fu302;Lecachla;kl;10;
fu302;Phlyarge;kl;50;
fu302;Grapscri;kl;10;
fu302;Parmsulc;kl;10;
fu302;Leprinca;kl;10;
fu302;Parmexas;kl;10;
fu303;Lecachla;kl;20;
fu303;Phlyarge;kl;40;
fu303;Grapscri;kl;10;
fu303;Parmexas;kl;10;
fu304;Claddigi;kl;80;
fu305;Parmsulc;kl;20;
fu305;Cladconi;kl;10;
fu305;Hyposcal;kl;20;
fu306;Phlyarge;kl;10;
fu306;Cladpyxi;kl;30;
fu306;Lecasali;kl;1;
fu307;Buelgris;kl;1;
fu307;Lecachla;kl;1;
fu307;Parmsulc;kl;1;
fu307;Hypophys;kl;10;
fu307;Candkuus;kl;1;
fu308;Parmsulc;kl;1;
fu308;Hypophys;kl;10;
fu308;Candkuus;kl;1;
fu309;Lecachla;kl;1;
fu309;Parmsulc;kl;10;
fu309;Hypophys;kl;1;
fu309;Candkuus;kl;1;
fu310;Protrupe;kl;80;
fu310;Verrviri;kl;1;
fu310;Verrfove;kl;20;
fu311;Verrmura;kl;20;
fu311;Verrnigr;kl;20;
fu311;Protrupe;kl;60;
fu311;Verrfove;kl;20;
fu313;Verrmura;kl;30;
fu313;Verrnigr;kl;40;
fu314;Opegrupe;kl;50;
fu315;Opegviri;kl;40;
fu316;Verrmura;kl;40;
fu316;Polyance;kl;40;
fu317;Lecielae;kl;1;
fu317;Phlyarge;kl;20;
fu317;Phystene;kl;1;
fu317;Candrefl;kl;10;
fu317;Parmglab;kl;20;
fu317;Phaeorbi;kl;10;
fu317;Parmsulc;kl;1;
fu317;Xantpari;kl;1;
fu317;Xantcand;kl;1;
fu317;Xantpoly;kl;1;
fu317;Parmtili;kl;20;
fu318;Lecielae;kl;1;
fu318;Phlyarge;kl;20;
fu318;Physadsc;kl;10;
fu318;Phystene;kl;10;
fu318;Candrefl;kl;20;
fu318;Parmglab;kl;1;
fu318;Phaeorbi;kl;1;
fu318;Parmsulc;kl;20;
fu318;Xantpari;kl;20;
fu318;Physstel;kl;10;
fu318;Xantpoly;kl;20;
fu318;Parmtili;kl;20;
fu320;Lecachla;kl;10;
fu320;Physadsc;kl;20;
fu320;Phystene;kl;10;
fu320;Candrefl;kl;10;
fu320;Pertalbe;kl;10;
fu320;Xantpari;kl;20;
fu320;Physstel;kl;20;
fu321;Lecacarp;kl;1;
fu321;Lecachla;kl;10;
fu321;Phystene;kl;1;
fu321;Candrefl;kl;10;
fu321;Parmglab;kl;10;
fu321;Phaeorbi;kl;20;
fu321;Parmsulc;kl;10;
fu321;Parmexas;kl;1;
fu322;Buelgris;kl;40;
fu322;Grapscri;kl;10;
fu323;Lecacarp;kl;10;
fu323;Leprinca;kl;1;
fu324;Phlyarge;kl;70;
fu324;Grapscri;kl;1;
fu324;Lecamura;kl;10;
fu325;Phlyarge;kl;40;
fu325;Grapscri;kl;20;
fu326;Buelgris;kl;1;
fu326;Lecachla;kl;10;
fu326;Phlyarge;kl;1;
fu326;Leprinca;kl;1;
fu326;Hypophys;kl;10;
fu326;Physstel;kl;1;
fu327;Lecachla;kl;1;
fu327;Phlyarge;kl;80;
fu327;Parmsulc;kl;1;
fu328;Amanpunc;kl;10;
fu328;Lecacarp;kl;5;
fu328;Lecachla;kl;5;
fu328;Phlyarge;kl;10;
fu328;Phaeorbi;kl;1;
fu329;Amanpunc;kl;30;
fu329;Lecachla;kl;20;
fu329;Phlyarge;kl;30;
fu329;Physadsc;kl;1;
fu330;Phlyarge;kl;20;
fu330;Grapscri;kl;10;
fu330;Parmsulc;kl;1;
fu330;Pertamar;kl;10;
fu330;Cladconi;kl;1;
fu330;Platglau;kl;20;
fu330;Hypovitt;kl;1;
fu330;Cetrcetr;kl;1;
fu331;Cladconi;kl;25;
fu331;Cladpyxi;kl;25;
fu332;Cladconi;kl;20;
fu332;Cladpyxi;kl;20;
zw333;Cladpyxi;kl;5;
zw333;Baeorufu;kl;1;
zw333;Cladchlo;kl;5;
zw333;Saccicma;kl;1;
zw334;Cladconi;kl;20;
zw334;Cladpyxi;kl;60;
zw335;Verrmura;kl;1;
zw335;Verrnigr;kl;10;
zw335;Verrviri;kl;1;
zw336;Phlyarge;kl;5;
zw337;Hypophys;kl;10;
zw337;Pseufurf;kl;5;
zw338;Buelgris;kl;1;
zw338;Phlyarge;kl;10;
zw338;Parmglab;kl;1;
zw338;Parmsulc;kl;1;
zw338;Leprinca;kl;1;
zw338;Hypophys;kl;1;
zw338;Hypovitt;kl;30;
zw339;Phlyarge;kl;30;
zw339;Candrefl;kl;1;
zw339;Parmsulc;kl;10;
zw339;Hypophys;kl;30;
zw339;Parmexas;kl;10;
zw339;Cladpyxi;kl;1;
zw340;Candrefl;kl;1;
zw340;Parmsulc;kl;10;
zw340;Hypophys;kl;30;
zw340;Parmexas;kl;1;
zw341;Parmambi;kl;10;
zw342;Amanpunc;kl;5;
zw342;Lecachla;kl;30;
zw342;Phlyarge;kl;5;
zw342;Phystene;kl;1;
zw342;Phaeorbi;kl;1;
zw343;Lecachla;kl;30;
zw344;Lecacarp;kl;1;
zw344;Lecachla;kl;5;
zw345;Amanpunc;kl;1;
zw345;Phlyarge;kl;1;
zw345;Lecacadu;kl;5;
zw346;Verrmura;kl;70;
zw347;Verrhoch;kl;70;
zw348;Protrupe;kl;40;
zw348;Collcris;kl;40;
zw348;Verrhoch;kl;20;
zw349;Collcris;kl;40;
zw349;Verrhoch;kl;40;
zw350;Protrupe;kl;20;
zw350;Collcris;kl;20;
zw350;Sarcprui;kl;20;
zw350;Verrhoch;kl;20;
fu351;Verrnigr;kl;10;
fu351;Protrupe;kl;10;
fu352;Amanpunc;kl;10;
fu352;Lecachla;kl;10;
fu352;Phlyarge;kl;20;
fu352;Parmsulc;kl;40;
fu352;Candxant;kl;1;
fu352;Parmexas;kl;1;
fu353;Phlyarge;kl;10;
fu353;Parmsulc;kl;15;
fu353;Parmexas;kl;15;
fu354;Protrupe;kl;30;
fu354;Gyaljene;kl;50;
fu354;Sarcprui;kl;1;
fu354;Verrcalc;kl;1;
fu354;Verrhoch;kl;10;
fu354;Endopusi;kl;10;
fu354;Verrdufo;kl;1;
fu355;Verrnigr;kl;40;
fu355;Protrupe;kl;50;
fu355;Verrviri;kl;5;
fu355;Verrhoch;kl;5;
fu356;Verrnigr;kl;10;
fu356;Protrupe;kl;20;
fu356;Gyaljene;kl;40;
fu356;Endopusi;kl;10;
fu357;Verrmura;kl;1;
fu357;Verrnigr;kl;1;
fu357;Protrupe;kl;20;
fu357;Gyaljene;kl;40;
fu357;Verrhoch;kl;10;
fu358;Verrmura;kl;20;
fu358;Verrnigr;kl;10;
fu358;Protrupe;kl;30;
fu358;Verrviri;kl;1;
fu358;Verrhoch;kl;20;
lu359;Verrmura;kl;50;
lu359;Verrnigr;kl;50;
lu359;Protrupe;kl;1;
lu359;Gyaljene;kl;1;
lu359;Candaure;kl;1;
lu360;Verrmura;kl;40;
lu360;Verrnigr;kl;40;
lu360;Protrupe;kl;20;
lu361;Verrmura;kl;20;
lu361;Gyaljene;kl;60;
lu361;Opegdolo;kl;1;
lu361;Verrfove;kl;1;
lu362;Verrmura;kl;1;
lu362;Gyaljene;kl;90;
lu362;Sarcpriv;kl;10;
lu363;Gyaljene;kl;80;
lu363;Verramyl;kl;10;
lu363;Collnigr;kl;10;
lu364;Verrmura;kl;10;
lu364;Verrnigr;kl;10;
lu364;Gyaljene;kl;60;
lu364;Lecaalbe;kl;20;
lu365;Verrmura;kl;40;
lu365;Gyaljene;kl;60;
lu365;Lecaalbe;kl;1;
lu366;Verrmura;kl;40;
lu366;Verrnigr;kl;10;
lu366;Gyaljene;kl;40;
lu366;Lecaalbe;kl;10;
lu367;Gyaljene;kl;100;
lu369;Lecachla;kl;5;
lu369;Phlyarge;kl;5;
lu369;Parmsulc;kl;1;
lu369;Candxant;kl;1;
lu369;Verrviri;kl;1;
lu370;Collflac;kl;40;
lu370;Gyaljene;kl;60;
lu370;Mycosabu;kl;1;
lu371;Physadsc;kl;1;
lu371;Phystene;kl;1;
lu371;Parmsulc;kl;5;
lu372;Verrmura;kl;40;
lu372;Protrupe;kl;50;
lu372;Placnigr;kl;1;
lu372;Lecaalbe;kl;10;
lu372;Agontris;kl;1;
lu372;Collcri1;kl;1;
lu372;Lecacamp;kl;1;
lu373;Verrmura;kl;10;
lu373;Protrupe;kl;10;
lu373;Placnigr;kl;1;
lu373;Lecaalbe;kl;1;
lu373;Collcri1;kl;1;
lu373;Lecacamp;kl;1;
lu374;Grapscri;kl;20;
lu375;Amanpunc;kl;1;
lu375;Lecacarp;kl;10;
lu375;Lecielae;kl;1;
lu375;Phlyarge;kl;20;
lu375;Phaeorbi;kl;1;
lu375;Parmsulc;kl;10;
lu375;Leprinca;kl;1;
lu375;Lecaconi;kl;1;
lu375;Parmtili;kl;1;
lu375;Parmpast;kl;1;
lu376;Amanpunc;kl;10;
lu376;Lecacarp;kl;1;
lu376;Lecielae;kl;10;
lu376;Phystene;kl;1;
lu376;Phaeorbi;kl;1;
lu376;Parmsulc;kl;10;
lu376;Lecaconi;kl;1;
lu376;Parmtili;kl;10;
lu376;Parmpast;kl;1;
lu377;Collflac;kl;5;
lu377;Placnigr;kl;1;
lu377;Calopyra;kl;1;
lu377;Colllimo;kl;1;
lu378;Protrupe;kl;10;
lu378;Calodolo;kl;10;
lu379;Verrmura;kl;10;
lu379;Verrnigr;kl;10;
lu379;Collflac;kl;10;
lu379;Diplgyps;kl;1;
lu379;Protrupe;kl;1;
lu379;Lecaalbe;kl;1;
lu379;Calodolo;kl;1;
lu380;Verrnigr;kl;60;
lu380;Calocitr;kl;20;
lu380;Bacifusc;kl;1;
lu380;Mycosabu;kl;1;
lu380;Lecadisp;kl;20;
lu381;Verrmura;kl;20;
lu381;Verrnigr;kl;20;
lu381;Bacifusc;kl;1;
lu381;Mycosabu;kl;1;
lu382;Verrmura;kl;15;
lu382;Verrnigr;kl;20;
lu382;Bacifusc;kl;5;
lu382;Lecadisp;kl;10;
lu383;Hypophys;kl;5;
lu383;Hypovitt;kl;5;
lu384;Amanpunc;kl;1;
lu384;Phlyarge;kl;10;
lu384;Physadsc;kl;1;
lu384;Phystene;kl;1;
lu384;Phaeorbi;kl;1;
lu384;Parmsulc;kl;1;
lu384;Candxant;kl;1;
lu385;Amanpunc;kl;1;
lu385;Phlyarge;kl;80;
lu385;Physadsc;kl;1;
lu385;Phystene;kl;10;
lu385;Phaeorbi;kl;10;
lu385;Parmsulc;kl;1;
lu386;Verrmura;kl;10;
lu386;Verrnigr;kl;20;
lu386;Protrupe;kl;20;
lu386;Placnigr;kl;40;
lu386;Sarcprui;kl;10;
lu387;Verrmura;kl;20;
lu387;Verrnigr;kl;30;
lu387;Protrupe;kl;20;
lu387;Placnigr;kl;10;
lu387;Sarcprui;kl;20;
lu388;Verrmura;kl;10;
lu388;Verrnigr;kl;10;
lu388;Protrupe;kl;40;
lu388;Placnigr;kl;20;
lu388;Sarcprui;kl;20;
sg389;Physadsc;kl;10;
sg389;Parmsulc;kl;20;
sg389;Parmexas;kl;1;
sg389;Usnefili;kl;1;
sg390;Buelgris;kl;10;
sg390;Lecachla;kl;5;
sg390;Parmglab;kl;5;
sg390;Parmsulc;kl;20;
sg390;Platglau;kl;10;
sg391;Lecachla;kl;20;
sg391;Parmglab;kl;20;
sg391;Parmsulc;kl;40;
sg391;Usnefili;kl;1;
sg392;Buelgris;kl;1;
sg392;Parmglab;kl;1;
sg392;Parmsulc;kl;20;
sg393;Parmglab;kl;5;
sg393;Hypophys;kl;1;
sg394;Lecachla;kl;1;
sg394;Parmglab;kl;10;
sg394;Hypophys;kl;10;
sg394;Pseufurf;kl;10;
sg394;Platglau;kl;1;
sg394;Hypofari;kl;20;
sg395;Lecachla;kl;5;
sg395;Parmsulc;kl;20;
sg395;Hypophys;kl;10;
sg395;Hypotubu;kl;5;
sg395;Pseufurf;kl;1;
sg395;Physstel;kl;1;
sg395;Xantpoly;kl;1;
sg395;Platglau;kl;50;
sg396;Physadsc;kl;1;
sg396;Phystene;kl;10;
sg396;Parmglab;kl;20;
sg396;Parmsulc;kl;30;
sg396;Hypophys;kl;25;
sg396;Xantpoly;kl;5;
sg397;Amanpunc;kl;10;
sg397;Xantpari;kl;5;
sg397;Hypophys;kl;20;
sg397;Xantpoly;kl;5;
sg398;Lecachla;kl;1;
sg398;Hypophys;kl;10;
sg398;Hypotubu;kl;1;
sg398;Pseufurf;kl;20;
sg398;Platglau;kl;10;
sg399;Amanpunc;kl;5;
sg399;Lecachla;kl;10;
sg399;Xantpari;kl;10;
sg399;Hypophys;kl;10;
sg399;Hypotubu;kl;10;
sg399;Pseufurf;kl;5;
sg399;Platglau;kl;10;
wb400;Phlyarge;kl;20;
wb400;Leprinca;kl;10;
wb401;Phlyarge;kl;20;
wb401;Pertalbe;kl;1;
wb401;Leprinca;kl;20;
wb402;Verrmura;kl;10;
wb403;Buelgris;kl;20;
wb403;Lecacarp;kl;1;
wb403;Lecachla;kl;30;
wb403;Lecasubr;kl;1;
wb403;Lecielae;kl;1;
wb403;Phlyarge;kl;20;
wb403;Grapscri;kl;10;
wb403;Caloherb;kl;10;
wb404;Buelgris;kl;1;
wb404;Lecacarp;kl;1;
wb404;Lecachla;kl;20;
wb404;Lecielae;kl;20;
wb404;Phlyarge;kl;40;
wb404;Grapscri;kl;1;
wb404;Caloherb;kl;1;
wb405;Buelgris;kl;10;
wb405;Lecielae;kl;20;
wb405;Grapscri;kl;40;
wb405;Pertalbe;kl;1;
wb405;Pertamar;kl;1;
wb405;Caloherb;kl;20;
wb406;Verrmura;kl;10;
wb406;Leprinca;kl;1;
wb407;Verrmura;kl;20;
wb407;Verrhoch;kl;1;
wb408;Phlyarge;kl;10;
wb408;Grapscri;kl;1;
wb408;Peltprae;kl;10;
wb408;Cladpyxi;kl;1;
wb409;Lecielae;kl;10;
wb409;Peltprae;kl;30;
wb410;Grapscri;kl;60;
wb411;Peltneck;kl;70;
wb412;Phaeorbi;kl;1;
wb412;Parmsulc;kl;10;
wb412;Peltprae;kl;20;
wb413;Grapscri;kl;50;
wb414;Amanpunc;kl;10;
wb414;Lecachla;kl;20;
wb414;Lecielae;kl;10;
wb414;Phlyarge;kl;20;
wb414;Parmglab;kl;10;
wb414;Grapscri;kl;10;
wb414;Parmsulc;kl;10;
wb415;Amanpunc;kl;20;
wb415;Lecielae;kl;10;
wb415;Phlyarge;kl;10;
wb415;Parmglab;kl;10;
wb415;Grapscri;kl;20;
wb415;Parmsulc;kl;10;
wb416;Buelgris;kl;1;
wb416;Lecachla;kl;10;
wb416;Phlyarge;kl;10;
wb416;Grapscri;kl;10;
wb416;Parmsulc;kl;20;
wb416;Parmexas;kl;10;
wb416;Parmsaxa;kl;20;
wb417;Lecachla;kl;10;
wb417;Phlyarge;kl;10;
wb417;Parmglab;kl;1;
wb417;Grapscri;kl;10;
wb417;Parmsulc;kl;20;
wb417;Parmexas;kl;10;
wb417;Parmsaxa;kl;20;
wb418;Peltprae;kl;40;
wb419;Collflac;kl;30;
wb419;Collfusc;kl;1;
wb420;Peltprae;kl;10;
wb420;Cladmaci;kl;10;
wb420;Claddigi;kl;1;
wb421;Peltprae;kl;10;
wb421;Cladochr;kl;20;
wb422;Phlyarge;kl;20;
wb422;Protrupe;kl;1;
wb422;Gyaljene;kl;20;
wb422;Leptlich;kl;30;
wb423;Phlyarge;kl;40;
wb423;Gyaljene;kl;20;
wb423;Leptlich;kl;20;
wb424;Collflac;kl;40;
wb424;Collcris;kl;40;
wb425;Verrmura;kl;20;
wb425;Verrnigr;kl;30;
wb425;Collfusc;kl;1;
wb425;Protrupe;kl;1;
wb425;Collcris;kl;1;
wb425;Verrcalc;kl;1;
wb425;Verrhoch;kl;30;
wb425;Leptplic;kl;1;
wb426;Collfusc;kl;40;
wb427;Cladpyxi;kl;15;
wb427;Claddigi;kl;15;
wb428;Phlyarge;kl;20;
wb428;Parmsulc;kl;20;
wb429;Parmflav;kl;40;
su430;Collflac;kl;20;
su430;Verrmacr;kl;20;
su431;Verrmura;kl;20;
su431;Leprinca;kl;1;
su431;Calocitr;kl;20;
su431;Verrhoch;kl;20;
su431;Verrmarm;kl;1;
su432;Gyaljene;kl;30;
su432;Verrviri;kl;10;
su432;Calocitr;kl;1;
su432;Verrmarm;kl;1;
su433;Verrmura;kl;20;
su433;Gyaljene;kl;50;
su433;Verrviri;kl;1;
su434;Verrmura;kl;1;
su434;Verrnigr;kl;1;
su434;Diplgyps;kl;20;
su434;Gyaljene;kl;50;
su434;Petrhypo;kl;1;
su435;Verrmura;kl;1;
su435;Diplgyps;kl;1;
su435;Gyaljene;kl;10;
su436;Verrmura;kl;20;
su436;Verrnigr;kl;10;
su436;Verrviri;kl;1;
su436;Verrhoch;kl;10;
su437;Verrmura;kl;20;
su437;Verrnigr;kl;20;
su437;Verrmacr;kl;1;
su437;Verrviri;kl;1;
su438;Verrmura;kl;20;
su438;Diplgyps;kl;1;
su438;Verrhoch;kl;1;
su439;Verrmura;kl;10;
su439;Diplgyps;kl;1;
su439;Verrviri;kl;1;
su439;Verrhoch;kl;1;
su440;Verrmura;kl;10;
su441;Verrnigr;kl;10;
su441;Verrhoch;kl;1;
su442;Diplgyps;kl;1;
su442;Verrmacr;kl;1;
su442;Verrviri;kl;10;
sg443;Calocirr;kl;1;
sg443;Verrmura;kl;5;
sg443;Buelgris;kl;1;
sg443;Phlyarge;kl;1;
sg443;Candrefl;kl;1;
sg443;Leprinca;kl;5;
sg443;Candxant;kl;5;
sg443;Collcris;kl;5;
sg443;Sarcprui;kl;1;
sg443;Endopusi;kl;1;
sg444;Calocirr;kl;1;
sg444;Verrmura;kl;5;
sg444;Verrnigr;kl;1;
sg444;Buelgris;kl;5;
sg444;Phlyarge;kl;1;
sg444;Candrefl;kl;1;
sg444;Leprinca;kl;5;
sg444;Candxant;kl;10;
sg444;Arthradi;kl;1;
sg444;Collcris;kl;5;
sg444;Sarcprui;kl;1;
sg445;Lecachla;kl;1;
sg445;Arthradi;kl;10;
sg446;Verrmura;kl;1;
sg446;Verrnigr;kl;20;
sg446;Candrefl;kl;1;
sg446;Candxant;kl;20;
sg446;Arthradi;kl;20;
sg447;Buelgris;kl;20;
sg447;Lecachla;kl;10;
sg447;Physadsc;kl;10;
sg447;Candrefl;kl;10;
sg447;Parmglab;kl;10;
sg447;Phaeorbi;kl;10;
sg447;Parmsulc;kl;10;
sg447;Candxant;kl;10;
sg447;Cladfimb;kl;1;
sg447;Parmexas;kl;1;
sg447;Usnefili;kl;1;
sg447;Lecasymm;kl;1;
sg447;Xyloviti;kl;1;
sg447;Agontris;kl;1;
sg447;Lecaarge;kl;10;
sg447;Micadeni;kl;1;
sg447;Trapgran;kl;1;
sg448;Buelgris;kl;10;
sg448;Lecachla;kl;10;
sg448;Physadsc;kl;10;
sg448;Phystene;kl;10;
sg448;Phaeorbi;kl;10;
sg448;Parmsulc;kl;10;
sg448;Cladfimb;kl;1;
sg448;Parmexas;kl;10;
sg448;Usnefili;kl;1;
sg448;Agontris;kl;10;
sg449;Lecacarp;kl;10;
sg449;Lecachla;kl;1;
sg449;Physadsc;kl;10;
sg449;Phystene;kl;10;
sg449;Parmglab;kl;10;
sg449;Phaeorbi;kl;10;
sg449;Parmsulc;kl;10;
sg449;Physdist;kl;1;
sg449;Xantpari;kl;1;
sg449;Candxant;kl;10;
sg449;Parmexas;kl;10;
sg449;Usnefili;kl;10;
sg449;Agontris;kl;10;
sg450;Physadsc;kl;20;
sg450;Candrefl;kl;10;
sg450;Parmsulc;kl;20;
sg450;Candxant;kl;10;
sg450;Parmexas;kl;10;
sg450;Lecasymm;kl;10;
sg450;Agontris;kl;1;
sg450;Phaecern;kl;1;
sg451;Buelgris;kl;10;
sg451;Lecachla;kl;10;
sg451;Physadsc;kl;10;
sg451;Phystene;kl;10;
sg451;Parmsulc;kl;20;
sg451;Cladfimb;kl;10;
sg451;Parmexas;kl;20;
sg451;Usnefili;kl;1;
sg451;Lecasymm;kl;10;
sg451;Lecaarge;kl;1;
sg451;Micadeni;kl;1;
sg452;Buelgris;kl;30;
sg452;Lecachla;kl;10;
sg452;Cladfimb;kl;10;
sg452;Cladconi;kl;10;
sg452;Lecasymm;kl;10;
sg452;Lecaarge;kl;10;
sg452;Micadeni;kl;1;
sg453;Buelgris;kl;20;
sg453;Cladfimb;kl;10;
sg453;Cladconi;kl;10;
sg454;Buelgris;kl;1;
sg454;Lecachla;kl;20;
sg454;Lecielae;kl;1;
sg454;Phlyarge;kl;20;
sg454;Phystene;kl;1;
sg454;Pertalbe;kl;1;
sg455;Lecachla;kl;10;
sg455;Physadsc;kl;1;
sg455;Phystene;kl;1;
sg455;Grapscri;kl;10;
sg455;Arthradi;kl;1;
sg456;Buelgris;kl;20;
sg456;Lecachla;kl;10;
sg456;Lecielae;kl;1;
sg456;Phlyarge;kl;20;
sg456;Grapscri;kl;10;
sg456;Parmsulc;kl;1;
sg456;Pertalbe;kl;20;
sg456;Leprinca;kl;1;
sg456;Pertamar;kl;20;
sg456;Everprun;kl;1;
sg456;Parmflav;kl;1;
sg457;Parmsulc;kl;20;
sg457;Pertalbe;kl;50;
sg457;Parmcape;kl;10;
sg457;Pertamar;kl;20;
sg458;Parmsulc;kl;40;
sg458;Pertalbe;kl;20;
sg458;Parmcape;kl;20;
sg458;Pertamar;kl;20;
sg459;Phaeorbi;kl;1;
sg459;Leprinca;kl;60;
sg459;Colloccu;kl;1;
sg460;Buelgris;kl;1;
sg460;Parmsulc;kl;1;
sg460;Normpulc;kl;1;
sg460;Pertamar;kl;10;
sg460;Candconc;kl;10;
sg460;Cladpyxi;kl;10;
zi461;Phlyarge;kl;10;
zi461;Parmsulc;kl;10;
zi461;Pertalbe;kl;40;
zi461;Leprinca;kl;10;
zi461;Hypophys;kl;1;
zi461;Parmexas;kl;10;
zi462;Parmsulc;kl;20;
zi462;Pertalbe;kl;20;
zi462;Leprinca;kl;20;
zi462;Candxant;kl;20;
zi462;Hypophys;kl;1;
zi462;Parmexas;kl;1;
zi463;Phlyarge;kl;10;
zi463;Parmsulc;kl;10;
zi463;Pertalbe;kl;10;
zi463;Physdist;kl;1;
zi463;Xantpoly;kl;1;
zi464;Amanpunc;kl;10;
zi464;Phlyarge;kl;10;
zi464;Physadsc;kl;1;
zi464;Parmsulc;kl;10;
zi464;Xantpari;kl;10;
zi464;Candxant;kl;1;
zi464;Xantpoly;kl;1;
zi464;Lecaconi;kl;1;
zi465;Amanpunc;kl;10;
zi465;Phlyarge;kl;10;
zi465;Parmglab;kl;1;
zi465;Parmsulc;kl;1;
zi465;Xantpari;kl;10;
