plot;abbr;layer;cov;browsed;voucher;comment;history
hw40;poly odor;hl;1;no;;;
hw40;prim auri balb;hl;+;no;;;
hw40;puls gran;hl;+;no;;;
hw40;rosa cani;hl;+;no;;;
hw40;sedu albu;hl;+;no;;;
hw40;sese aust;hl;2a;no;;;
hw40;sesl caer;hl;2a;no;;;
hw40;stac rect rect;hl;+;no;;;
hw40;teuc mont;hl;+;no;;;
hw40;thal minu slat;hl;1;no;;;
hw40;vinc hiru;hl;+;no;;;
hw40;amel oval;sl;+;no;;;
hw41;ajug gene;hl;+;no;;;
hw41;anch offi;hl;+;no;;;
hw41;brac sylv;hl;+;yes;;;
hw41;echi vulg;hl;+;yes;;;
hw41;erys sylv;hl;+;yes;;;
hw41;gera robe;hl;+;no;;;
hw41;hack defl;hl;+;no;;;
hw41;malv negl;hl;2b;no;;;
hw41;medi lupu;hl;+;no;;;
hw41;micr perf;hl;+;no;;;
hw41;pelt alli;hl;+;yes;;;
hw41;plan majo majo;hl;+;no;;;
hw41;poa annu;hl;2b;yes;;;
hw41;rese lute lute;hl;+;yes;;;
hw41;sese aust;hl;+;yes;;;
hw41;sisy offi;hl;2a;no;;;
hw42;alli lusi;hl;+;yes;;;
hw42;anch offi;hl;1;no;;;
hw42;anth ramo;hl;+;yes;;;
hw42;arab sagi;hl;+;yes;;;
hw42;aren serp;hl;+;no;;;
hw42;aspe cyna;hl;+;no;;;
hw42;brac sylv;hl;+;yes;;;
hw42;camp cesp;hl;+;no;;;
hw42;care humi;hl;2a;yes;;;
hw42;dory germ;hl;+;no;;;
hw42;echi vulg;hl;1;yes;;;
hw42;erys sylv;hl;+;no;;;
hw42;euph cypa;hl;3;yes;;;
hw42;gali luci;hl;1;yes;;;
hw42;hack defl;hl;+;no;;;
hw42;heli numm glab;hl;+;yes;;;
hw42;jovi glob hirt;hl;+;no;;;
hw42;lina vulg;hl;+;yes;;;
hw42;malv negl;hl;1;yes;;;
hw42;medi lupu;hl;+;no;;;
hw42;meli cili;hl;+;yes;;;
hw42;orig vulg;hl;+;yes;;;
hw42;pelt alli;hl;2a;no;;;
hw42;poa annu;hl;+;yes;;;
hw42;poa comp;hl;+;yes;2008-0148;;
hw42;pote neum;hl;+;yes;2008-0116;;
hw42;rese lute lute;hl;1;yes;;;
hw42;scab ochr;hl;+;yes;;;
hw42;secu vari;hl;1;yes;;;
hw42;sedu albu;hl;+;no;;;
hw42;sesl caer;hl;+;yes;;;
hw42;sile vulg vulg;hl;+;yes;;;
hw42;stac rect rect;hl;+;yes;;;
hw42;teuc botr;hl;+;no;;;
hw42;teuc cham;hl;1;yes;;;
hw42;teuc mont;hl;+;no;;;
hw42;vale offi tenu;hl;+;yes;;;
hw42;vinc hiru;hl;2b;no;;;
hw42;viol coll;hl;+;yes;;;
hw42;viol tric saxa;hl;+;yes;;;
hw42;bryu arge;ml;+;no;;;
hw42;tort tort;ml;+;no;;;
hw43;achi clav;hl;+;no;;;
hw43;alli lusi;hl;+;no;;;
hw43;amel oval;hl;1;no;;;
hw43;anth ramo;hl;+;no;;;
hw43;aspe cyna;hl;+;no;;;
hw43;atha cret;hl;1;no;2008-0040;;
hw43;bupl falc falc;hl;2a;no;;;
hw43;cala vari;hl;2a;no;;;
hw43;camp cesp;hl;+;no;;;
hw43;care humi;hl;2a;no;;;
hw43;cent scab bade;hl;2a;no;;;
hw43;coro vagi;hl;+;no;;;
hw43;eric carn;hl;1;no;;;
hw43;euph sali;hl;+;no;;;
hw43;gali luci;hl;+;no;;;
hw43;glob cord;hl;1;no;;;
hw43;heli numm glab;hl;1;no;;;
hw43;hier bupl;hl;+;no;;;
hw43;hier humi;hl;+;no;;;
hw43;jovi glob hirt;hl;+;no;;;
hw43;leon inca;hl;+;no;;;
hw43;meli cili;hl;+;no;;;
hw43;poly cham;hl;1;no;;;
hw43;poly odor;hl;+;no;;;
hw43;prim auri balb;hl;+;no;;;
hw43;scab ochr;hl;1;no;;;
hw43;secu vari;hl;1;no;;;
hw43;sese aust;hl;1;no;;;
hw43;sesl caer;hl;1;no;;;
hw43;sorb pann;hl;+;no;;;
hw43;teuc mont;hl;+;no;;;
hw43;thym prae poly;hl;+;no;;;
hw43;amel oval;sl;1;no;;;
hw44;achi clav;hl;+;no;;;
hw44;ajug gene;hl;+;no;;;
hw44;alli lusi;hl;1;yes;;;
hw44;amel oval;hl;+;yes;;;
hw44;anch offi;hl;+;no;;;
hw44;anth ramo;hl;+;yes;;;
hw44;arab sagi;hl;+;no;;;
hw44;aren serp;hl;1;no;;;
hw44;aspe cyna;hl;+;yes;;;
hw44;aspl ruta;hl;+;no;;;
hw44;bupl falc falc;hl;+;no;;;
hw44;camp cesp;hl;+;no;;;
hw44;care humi;hl;2b;yes;;;
hw44;cirs vulg;hl;+;no;;;
hw44;clin acin;hl;+;yes;;;
hw44;cyan triu;hl;+;yes;;;
hw44;echi vulg;hl;+;yes;;;
hw44;erys sylv;hl;+;yes;;;
hw44;euph cypa;hl;+;yes;;;
hw44;fest stri sulc;hl;1;no;2008-0169;;
hw44;gali luci;hl;2a;yes;;;
hw44;gera sang;hl;+;no;;;
hw44;glob cord;hl;+;no;;;
hw44;heli numm glab;hl;1;yes;;;
hw44;hier bupl;hl;+;yes;;;
hw44;hier humi;hl;+;yes;;;
hw44;hype perf;hl;+;yes;;;
hw44;jovi glob hirt;hl;1;no;;;
hw44;lase sile sile;hl;+;yes;;;
hw44;medi lupu;hl;+;yes;;;
hw44;meli cili;hl;1;yes;;;
hw44;orig vulg;hl;+;no;;;
hw44;pelt alli;hl;2a;yes;;;
hw44;poa angu;hl;+;yes;2008-0160;;
hw44;poa comp;hl;1;yes;2008-0149;;
hw44;prim auri balb;hl;1;yes;;;
hw44;rese lute lute;hl;+;yes;;;
hw44;rham cath;hl;+;yes;;;
hw44;secu vari;hl;1;yes;;;
hw44;sedu albu;hl;+;no;;;
hw44;sese aust;hl;+;yes;;;
hw44;sesl caer;hl;+;yes;;;
hw44;sile vulg vulg;hl;+;no;;;
hw44;stac rect rect;hl;1;yes;;;
hw44;stip penn;hl;+;yes;2008-0137;cf.;
hw44;tara sect rude;hl;1;yes;;;
hw44;teuc cham;hl;1;no;;;
hw44;teuc mont;hl;1;no;;;
hw44;thal minu slat;hl;+;yes;;;
hw44;thym prae poly;hl;1;no;;;
hw44;verb chai aust;hl;+;no;;;
hw44;verb lych;hl;1;no;;;
hw44;vero cham cham;hl;+;no;;;
hw44;vinc hiru;hl;+;no;;;
hw44;viol tric saxa;hl;+;no;;;
hw44;bryu arge;ml;+;no;;;
hw44;tort tort;ml;+;no;;;
hw45;ajug gene;hl;1;yes;;;
hw45;alli flav;hl;+;yes;;;
hw45;alli lusi;hl;+;yes;;;
hw45;anch offi;hl;1;no;;;
hw45;arab sagi;hl;+;yes;;;
hw45;aren serp;hl;+;no;;;
hw45;aspe cyna;hl;+;yes;;;
hw45;aspl ruta;hl;+;no;;;
hw45;card cras glau;hl;+;yes;;;
hw45;card nuta nuta;hl;+;no;2008-0048;;
hw45;care hall;hl;+;no;2008-0068;;
hw45;care humi;hl;2b;no;2008-0067;;
hw45;clin acin;hl;+;no;2008-0014;;
hw45;dory germ;hl;+;yes;;;
hw45;echi vulg;hl;+;yes;;;
hw45;erys sylv;hl;+;yes;;;
hw45;euph cypa;hl;+;yes;;;
hw45;gali luci;hl;+;yes;;;
hw45;glob cord;hl;+;no;;;
hw45;hack defl;hl;+;no;;;
hw45;heli numm glab;hl;+;yes;;;
hw45;inul hirt;hl;+;no;2008-0022;cf.;
hw45;jovi glob hirt;hl;1;no;;;
hw45;leon inca;hl;+;yes;;;
hw45;ligu vulg;hl;+;yes;;;
hw45;medi lupu;hl;+;no;;;
hw45;meli cili;hl;+;yes;;;
hw45;micr minu;hl;+;no;;;
hw45;orig vulg;hl;+;no;;;
hw45;pelt alli;hl;+;yes;;;
hw45;rese lute lute;hl;+;yes;;;
hw45;salv vert;hl;+;yes;;;
hw45;sang mino mino;hl;+;yes;;;
hw45;scab ochr;hl;+;yes;;;
hw45;sedu albu;hl;+;no;;;
hw45;sesl caer;hl;+;yes;;;
hw45;sisy aust;hl;+;no;;;
hw45;stac rect rect;hl;+;yes;;;
hw45;tara sect rude;hl;+;no;;;
hw45;teuc cham;hl;+;yes;;;
hw45;teuc mont;hl;+;no;;;
hw45;thal minu slat;hl;1;yes;;;
hw45;vero aust;hl;+;no;;;
hw45;vinc hiru;hl;+;no;;;
hw45;viol coll;hl;+;yes;;;
hw45;viol tric saxa;hl;+;yes;;;
hw45;bryu arge;ml;+;no;;;
hw45;tort tort;ml;1;no;;;
hw46;alli flav;hl;2a;no;;;
hw46;alli lusi;hl;1;no;;;
hw46;amel oval;hl;+;no;;;
hw46;bupl falc falc;hl;+;no;;;
hw46;cent scab bade;hl;1;no;;;
hw46;echi vulg;hl;+;no;;;
hw46;erys sylv;hl;+;no;;;
hw46;gali luci;hl;+;no;;;
hw46;gera sang;hl;+;no;;;
hw46;hipp emer emer;hl;2a;no;;;
hw46;jovi glob hirt;hl;+;no;;;
hw46;lase sile sile;hl;2a;no;;;
hw46;meli cili;hl;2a;no;;;
hw46;poa comp;hl;1;no;2008-0147;;
hw46;poly odor;hl;+;no;;;
hw46;pote pusi;hl;2a;no;;;
hw46;prun maha;hl;2a;no;;;
hw46;rham cath;hl;1;no;;;
hw46;scab ochr;hl;+;no;;;
hw46;secu vari;hl;1;no;;;
hw46;sese aust;hl;1;no;;;
hw46;sesl caer;hl;3;no;;;
hw46;sorb pann;hl;+;no;;;
hw46;stac rect rect;hl;+;no;;;
hw46;tana cory cory;hl;+;no;;;
hw46;tort tort;ml;+;no;;;
hw46;hipp emer emer;sl;+;no;;;
hw47;acon anth;hl;+;no;2008-0093;;
hw47;alli flav;hl;2a;no;;;
hw47;aspe cyna;hl;+;no;;;
hw47;bupl falc falc;hl;2a;no;;;
hw47;came micr sylv;hl;+;no;;;
hw47;camp cesp;hl;+;no;;;
hw47;cent scab bade;hl;+;no;;;
hw47;dian cart cart;hl;1;no;;;
hw47;dory germ;hl;1;no;;;
hw47;erys sylv;hl;+;no;;;
hw47;gali luci;hl;+;no;;;
hw47;glob cord;hl;+;no;;;
hw47;hipp emer emer;hl;+;no;;;
hw47;jovi glob hirt;hl;+;no;;;
hw47;lase sile sile;hl;2b;no;;;
hw47;leon inca;hl;+;no;;;
hw47;lina geni;hl;+;no;;;
hw47;meli cili;hl;2b;no;;;
hw47;poa comp;hl;+;no;2008-0146;;
hw47;poly odor;hl;2a;no;;;
hw47;pote inca;hl;+;no;2008-0120;;
hw47;prun maha;hl;+;no;;;
hw47;puls gran;hl;1;no;;;
hw47;scab ochr;hl;+;no;;;
hw47;secu vari;hl;2a;no;;;
hw47;sedu albu;hl;+;no;;;
hw47;sese aust;hl;+;no;;;
hw47;sesl caer;hl;3;no;;;
hw47;stac rect rect;hl;+;no;;;
hw47;tort tort;ml;+;no;;;
hw47;berb vulg;sl;+;no;;;
hw47;hipp emer emer;sl;+;no;;;
hw47;prun maha;sl;+;no;;;
hw47;rham cath;sl;1;no;;;
hw47;rosa cani;sl;+;no;;;
hw48;acer camp;hl;+;no;;;
hw48;acon anth;hl;+;no;;;
hw48;alli flav;hl;+;no;;;
hw48;alli lusi;hl;+;no;;;
hw48;alli peti;hl;+;no;;;
hw48;amel oval;hl;+;no;;;
hw48;arab auri;hl;+;no;;;
hw48;aren serp;hl;+;no;;;
hw48;aspl tric quad;hl;+;no;;;
hw48;berb vulg;hl;+;no;;;
hw48;brac sylv;hl;+;no;;;
hw48;bupl falc falc;hl;+;no;;;
hw48;cent scab bade;hl;1;no;;;
hw48;chel maju;hl;+;no;;;
hw48;clin foli;hl;+;no;;;
hw48;coto inte;hl;+;no;;;
hw48;cycl purp;hl;+;no;;;
hw48;echi vulg;hl;+;no;;;
hw48;euon euro;hl;1;no;;;
hw48;euon verr;hl;1;no;;;
hw48;euph cypa;hl;+;no;;;
hw48;fall conv;hl;+;no;;;
hw48;gali luci;hl;1;no;;;
hw48;gera robe;hl;+;no;;;
hw48;gera sang;hl;1;no;;;
hw48;hipp emer emer;hl;1;no;;;
hw48;hylo maxi;hl;+;no;;;
hw48;jovi glob hirt;hl;+;no;;;
hw48;laps comm comm;hl;+;no;;;
hw48;lase sile sile;hl;+;no;;;
hw48;leon inca;hl;+;no;;;
hw48;lina geni;hl;1;no;;;
hw48;meli cili;hl;2a;no;;;
hw48;poa comp;hl;+;no;;;
hw48;poly odor;hl;+;no;;;
hw48;prun maha;hl;1;no;;;
hw48;pseu turr;hl;+;no;;;
hw48;rese lute lute;hl;+;no;;;
hw48;rham cath;hl;+;no;;;
hw48;rosa cani;hl;1;no;;;
hw48;secu vari;hl;+;no;;;
hw48;sese aust;hl;+;no;;;
hw48;sesl caer;hl;1;no;;;
hw48;sile lati alba;hl;1;no;;;
hw48;stac rect rect;hl;+;no;;;
hw48;tana cory cory;hl;+;no;;;
hw48;teuc cham;hl;1;no;;;
hw48;vale offi tenu;hl;+;no;;;
hw48;viol tric saxa;hl;+;no;;;
hw48;amel oval;sl;+;no;;;
hw48;berb vulg;sl;1;no;;;
hw48;coto inte;sl;1;no;;;
hw48;euon euro;sl;2a;no;;;
hw48;euon verr;sl;+;no;;;
hw48;frax exce;sl;+;no;;;
hw48;hipp emer emer;sl;+;no;;;
hw48;prun maha;sl;1;no;;;
hw48;rham cath;sl;2a;no;;;
hw48;rosa cani;sl;2b;no;;;
hw48;taxu bacc;sl;+;no;;;
hw49;alli flav;hl;2b;no;;;
hw49;alli lusi;hl;1;no;;;
hw49;bupl falc falc;hl;2a;no;;;
hw49;came micr sylv;hl;+;no;;;
hw49;cent scab bade;hl;+;no;;;
hw49;erys sylv;hl;+;no;;;
hw49;euph cypa;hl;+;no;;;
hw49;fall conv;hl;+;no;;;
hw49;gera sang;hl;2a;no;;;
hw49;hipp emer emer;hl;1;no;;;
hw49;hylo maxi;hl;+;no;;;
hw49;jovi glob hirt;hl;+;no;;;
hw49;lase sile sile;hl;+;no;;;
hw49;leon inca;hl;+;no;;;
hw49;lina geni;hl;+;no;;;
hw49;meli cili;hl;2b;no;;;
hw49;poa comp;hl;+;no;;;
hw49;rosa cani;hl;+;no;;;
hw49;scab ochr;hl;+;no;;;
hw49;secu vari;hl;2a;no;;;
hw49;sedu albu;hl;+;no;;;
hw49;sese aust;hl;+;no;;;
hw49;sesl caer;hl;1;no;;;
hw49;sile lati alba;hl;1;no;;;
hw49;stac rect rect;hl;+;no;;;
hw49;tana cory cory;hl;1;no;;;
hw49;vinc hiru;hl;+;no;;;
hw50;ajug gene;hl;1;yes;;;
hw50;alli lusi;hl;+;yes;;;
hw50;anch offi;hl;2b;no;;;
hw50;aren serp;hl;1;no;;;
hw50;aspe cyna;hl;+;yes;;;
hw50;bupl falc falc;hl;r;yes;;;
hw50;camp cesp;hl;+;yes;;;
hw50;card nuta nuta;hl;1;no;2008-0049;;
hw50;care mich;hl;+;yes;2008-0069;;
hw50;ceri mino mino;hl;+;yes;;;
hw50;cirs vulg;hl;1;no;;;
hw50;clin acin;hl;+;yes;2008-0014;cf.;
hw50;dact glom glom;hl;+;yes;;;
hw50;dory germ;hl;+;yes;;;
hw50;erys sylv;hl;+;yes;;;
hw50;fall conv;hl;+;no;;;
hw50;gali luci;hl;1;yes;;;
hw50;gera robe;hl;+;no;;;
hw50;hipp emer emer;hl;+;yes;;;
hw50;jovi glob hirt;hl;2a;yes;;;
hw50;leon inca;hl;+;yes;;;
hw50;lina geni;hl;1;no;2008-0088;;
hw50;malv negl;hl;2a;yes;;;
hw50;medi lupu;hl;+;yes;;;
hw50;meli cili;hl;+;yes;;;
hw50;micr minu;hl;+;no;;;
hw50;orig vulg;hl;+;yes;;;
hw50;pelt alli;hl;2a;yes;;;
hw50;poa annu;hl;+;yes;;;
hw50;poa comp;hl;+;yes;;;
hw50;rese lute lute;hl;1;yes;;;
hw50;sang mino mino;hl;+;yes;;;
hw50;scab ochr;hl;+;yes;;;
hw50;sedu acre;hl;+;no;;;
hw50;sedu albu;hl;1;no;;;
hw50;sese aust;hl;+;yes;;;
hw50;stac rect rect;hl;+;yes;;;
hw50;tara sect rude;hl;+;yes;;;
hw50;teuc cham;hl;+;yes;;;
hw50;teuc mont;hl;+;no;;;
hw50;verb thap;hl;+;no;;;
hw50;vero aust;hl;+;yes;;;
hw50;vinc hiru;hl;1;no;;;
hw50;bryu arge;ml;+;no;;;
hw50;schi spec ies;ml;1;no;;Schistidium sp.;
hw50;tort tort;ml;+;no;;;
hw51;alli lusi;hl;1;no;;;
hw51;anth ramo;hl;+;no;;;
hw51;arab sagi;hl;+;yes;2008-0054;;
hw51;berb vulg;hl;+;no;;;
hw51;cent scab bade;hl;1;no;;;
hw51;corn mas;hl;+;no;;;
hw51;dian cart cart;hl;1;no;;;
hw51;dory germ;hl;+;no;;;
hw51;erod cicu;hl;r;no;2008-0127;;
hw51;erys sylv;hl;+;no;;;
hw51;euon euro;hl;+;no;;;
hw51;euph cypa;hl;+;no;;;
hw51;gali luci;hl;+;no;;;
hw51;glob cord;hl;+;no;;;
hw51;heli numm glab;hl;+;no;;;
hw51;hipp emer emer;hl;2a;no;;;
hw51;jovi glob hirt;hl;1;no;;;
hw51;lase sile sile;hl;1;no;;;
hw51;leon inca;hl;+;no;;;
hw51;meli cili;hl;2a;no;;;
hw51;orig vulg;hl;+;no;;;
hw51;pelt alli;hl;r;no;2008-0008;;
hw51;puls gran;hl;+;no;;;
hw51;secu vari;hl;2a;no;;;
hw51;sese aust;hl;+;no;;;
hw51;sesl caer;hl;1;no;;;
hw51;stac rect rect;hl;+;no;;;
hw51;teuc mont;hl;+;no;;;
hw51;thal minu slat;hl;1;no;;;
hw51;vinc hiru;hl;+;no;;;
hw51;berb vulg;sl;+;no;;;
hw51;corn mas;sl;+;no;;;
hw52;ajug gene;hl;+;yes;;;
hw52;alli lusi;hl;+;yes;;;
hw52;anch offi;hl;+;no;;;
hw52;arab sagi;hl;+;yes;;;
hw52;aren serp;hl;1;no;;;
hw52;arte absi;hl;+;no;;;
hw52;aspl ruta;hl;+;yes;;;
hw52;brac sylv;hl;+;yes;;;
hw52;brom tect;hl;+;no;2008-0098;;
hw52;bupl falc falc;hl;+;yes;;;
hw52;camp cesp;hl;+;yes;;;
hw52;card nuta nuta;hl;+;no;;;
hw52;care humi;hl;2a;no;;;
hw52;ceri mino mino;hl;1;no;;;
hw52;clem vita;hl;+;yes;;;
hw52;clin alpi alpi;hl;+;yes;;;
hw52;coto tome;hl;+;yes;;;
hw52;cyan triu;hl;+;yes;;;
hw52;dian cart cart;hl;+;yes;;;
hw52;dipl tenu;hl;+;yes;;;
hw52;dory germ;hl;+;no;;;
hw52;echi vulg;hl;+;yes;;;
hw52;erod cicu;hl;+;no;;;
hw52;erys sylv;hl;+;yes;;;
hw52;euph cypa;hl;1;no;;;
hw52;gali luci;hl;1;yes;;;
hw52;glob cord;hl;+;yes;;;
hw52;heli numm glab;hl;+;no;;;
hw52;heli numm obsc;hl;+;yes;;;
hw52;hier humi;hl;+;yes;;;
hw52;hipp emer emer;hl;+;yes;;;
hw52;jovi glob hirt;hl;2a;no;;;
hw52;lact serr;hl;+;yes;;;
hw52;malv negl;hl;+;yes;;;
hw52;medi lupu;hl;+;yes;;;
hw52;meli cili;hl;+;yes;;;
hw52;micr minu;hl;+;no;;;
hw52;micr perf;hl;+;no;;;
hw52;orig vulg;hl;+;yes;;;
hw52;pelt alli;hl;+;no;;;
hw52;poa comp;hl;+;yes;;;
hw52;rese lute lute;hl;+;yes;;;
hw52;rosa cani;hl;+;yes;;;
hw52;salv vert;hl;1;yes;;;
hw52;sang mino mino;hl;+;yes;;;
hw52;scab ochr;hl;+;yes;;;
hw52;secu vari;hl;+;yes;;;
hw52;sedu albu;hl;+;no;;;
hw52;sese aust;hl;2m;yes;;;
hw52;sesl caer;hl;+;yes;;;
hw52;stac rect rect;hl;+;yes;;;
hw52;tana cory cory;hl;+;yes;;;
hw52;teuc cham;hl;1;yes;;;
hw52;teuc mont;hl;2b;no;;;
hw52;thym odor;hl;+;no;;;
hw52;thym prae prae;hl;1;no;;;
hw52;verb chai aust;hl;+;yes;;;
hw52;verb lych;hl;+;no;;;
hw52;vinc hiru;hl;2a;no;;;
hw52;viol coll;hl;+;no;;;
hw52;viol tric saxa;hl;+;yes;;;
hw52;bryu arge;ml;+;no;;;
hw52;tort tort;ml;1;no;;;
hw52;frax exce;sl;+;yes;;;
hw52;rosa cani;sl;+;yes;;;
hw53;anch offi;hl;+;no;;;
hw53;berb vulg;hl;+;yes;;;
hw53;brom tect;hl;+;yes;;;
hw53;camp cesp;hl;+;yes;;;
hw53;echi vulg;hl;+;yes;;;
hw53;malv negl;hl;2a;no;;;
hw53;micr perf;hl;+;yes;;;
hw53;poa comp;hl;+;yes;;;
hw53;poa nemo;hl;+;yes;;;
hw53;rham cath;hl;+;yes;;;
hw53;rosa cani;hl;+;yes;;;
hw53;sisy offi;hl;+;yes;;;
hw53;tara sect rude;hl;+;yes;;;
hw53;rosa cani;sl;+;yes;;;
hw54;ajug gene;hl;+;yes;;;
hw54;alli lusi;hl;+;yes;;;
hw54;anch offi;hl;+;no;;;
hw54;aren serp;hl;1;no;;;
hw54;aspe cyna;hl;+;yes;;;
hw54;aspl ruta;hl;+;no;;;
hw54;camp cesp;hl;+;yes;;;
hw54;card nuta nuta;hl;+;no;;;
hw54;care humi;hl;1;yes;;;
hw54;cirs vulg;hl;+;no;;;
hw54;clin acin;hl;+;yes;;;
hw54;cyno offi;hl;+;no;2008-0046;;
hw54;dact glom glom;hl;+;yes;;;
hw54;dory germ;hl;+;no;;;
hw54;echi vulg;hl;+;yes;;;
hw54;erys sylv;hl;+;yes;;;
hw54;euph cypa;hl;1;yes;;;
hw54;fall conv;hl;+;no;;;
hw54;fest stri sulc;hl;+;yes;;;
hw54;gali luci;hl;+;yes;;;
hw54;glob cord;hl;+;yes;;;
hw54;hack defl;hl;+;no;;;
hw54;heli numm glab;hl;+;yes;;;
hw54;hype perf;hl;+;yes;;;
hw54;jovi glob hirt;hl;1;no;;;
hw54;medi lupu;hl;+;no;;;
hw54;micr minu;hl;+;no;;;
hw54;nepe cata;hl;2a;yes;2008-0019;;
hw54;orig vulg;hl;+;yes;;;
hw54;pelt alli;hl;1;no;;;
hw54;poa annu;hl;1;yes;;;
hw54;pote pusi;hl;+;yes;2008-0123;;
hw54;rese lute lute;hl;+;yes;;;
hw54;salv glut;hl;1;no;;;
hw54;sang mino mino;hl;+;yes;;;
hw54;secu vari;hl;+;yes;;;
hw54;sedu albu;hl;+;no;;;
hw54;sene vulg;hl;+;no;;;
hw54;sile nuta nuta;hl;+;yes;;;
hw54;sisy aust;hl;+;yes;;;
hw54;tara sect rude;hl;+;no;;;
hw54;teuc botr;hl;1;yes;;;
hw54;teuc cham;hl;2a;yes;;;
hw54;teuc mont;hl;1;no;;;
hw54;verb lych;hl;+;yes;;;
hw54;vinc hiru;hl;3;no;;;
hw54;viol coll;hl;+;yes;2008-0140;;
hw54;viol tric saxa;hl;+;no;;;
hw55;alli lusi;hl;+;no;;;
hw55;aren serp;hl;+;no;;;
hw55;aspe cyna;hl;+;no;;;
hw55;care humi;hl;+;no;;;
hw55;clin acin;hl;+;no;;;
hw55;erys sylv;hl;+;no;;;
hw55;gali luci;hl;2a;no;;;
hw55;glob cord;hl;2a;no;;;
hw55;hier humi;hl;+;no;;;
hw55;jovi glob hirt;hl;+;no;;;
hw55;meli cili;hl;1;no;;;
hw55;micr perf;hl;+;no;;;
hw55;pinu nigr nigr;hl;r;no;;;
hw55;puls gran;hl;1;no;;;
hw55;sedu albu;hl;+;no;;;
hw55;sese aust;hl;1;no;;;
hw55;sesl caer;hl;3;no;;;
hw55;stac rect rect;hl;+;no;;;
hw55;teuc mont;hl;+;no;;;
hw55;thym prae prae;hl;+;no;;;
hw55;tort tort;ml;1;no;;;
hw56;alli lusi;hl;2b;no;;;
hw56;amel oval;hl;+;no;;;
hw56;aren serp;hl;+;no;;;
hw56;aspe cyna;hl;+;no;;;
hw56;bupl falc falc;hl;1;no;;;
hw56;came micr sylv;hl;+;no;;;
hw56;cent scab bade;hl;1;no;;;
hw56;clin acin;hl;1;no;;;
hw56;dian cart cart;hl;+;no;;;
hw56;echi vulg;hl;+;no;;;
hw56;erys sylv;hl;1;no;;;
hw56;euph cypa;hl;+;no;;;
hw56;fall conv;hl;+;no;;;
hw56;gali luci;hl;2a;no;;;
hw56;glob cord;hl;+;no;;;
hw56;lina geni;hl;+;no;;;
hw56;medi lupu;hl;+;no;;;
hw56;meli cili;hl;3;no;;;
hw56;micr perf;hl;+;no;;;
hw56;poa bade;hl;1;no;;;
hw56;poa comp;hl;+;no;;;
hw56;rese lute lute;hl;+;no;;;
hw56;secu vari;hl;+;no;;;
hw56;sedu albu;hl;+;no;;;
hw56;sese aust;hl;+;no;;;
hw56;sesl caer;hl;1;no;;;
hw56;stac rect rect;hl;1;no;;;
hw57;acer pseu;hl;+;yes;;;
hw57;buph sali;hl;2a;yes;;;
hw57;bupl falc falc;hl;1;no;;;
hw57;cala vari;hl;1;no;;;
hw57;clem vita;hl;1;no;;;
hw57;clin vulg vulg;hl;1;no;;;
hw57;corn sang slat;hl;+;yes;;;
hw57;dauc caro caro;hl;+;no;;; | Changed dauc caro To dauc caro caro 2012-11-27 14:15:27
hw57;epil dodo;hl;1;no;;;
hw57;gale angu;hl;+;no;;;
hw57;gali luci;hl;2b;yes;;;
hw57;heli numm obsc;hl;+;no;2008-0105;;
hw57;hype perf;hl;+;no;;;
hw57;lina geni;hl;+;yes;;;
hw57;lotu corn;hl;+;no;;;
hw57;medi lupu;hl;+;no;;;
hw57;orig vulg;hl;2a;no;;;
hw57;orob spec ies;hl;r;no;;;
hw57;peuc aust;hl;+;no;2008-0039;;
hw57;pinu nigr nigr;hl;r;no;;;
hw57;poly odor;hl;1;no;;;
hw57;prun maha;hl;+;yes;;;
hw57;prun spin;hl;+;no;;;
hw57;rosa cani;hl;+;no;;;
hw57;rosa cani blon;hl;+;no;;;
hw57;sang mino mino;hl;+;no;;;
hw57;scab ochr;hl;+;no;;;
hw57;secu vari;hl;2b;yes;;;
hw57;teuc cham;hl;2a;no;;;
hw57;verb chai aust;hl;+;no;;;
hw57;prun maha;sl;+;yes;;;
hw58;acer camp;hl;+;yes;;;
hw58;buph sali;hl;1;yes;;;
hw58;bupl falc falc;hl;+;yes;;;
hw58;cala vari;hl;+;no;;;
hw58;camp trac;hl;+;no;;;
hw58;clem vita;hl;1;no;;;
hw58;corn sang slat;hl;2a;yes;;;
hw58;dory germ;hl;+;no;;;
hw58;epip atro;hl;+;no;;;
hw58;frag vesc;hl;1;no;;;
hw58;frax exce;hl;+;yes;;;
hw58;gali luci;hl;2a;no;;;
hw58;gera robe;hl;+;no;;;
hw58;hier bifi;hl;+;no;;;
hw58;hype perf;hl;+;yes;;;
hw58;lase sile sile;hl;+;yes;;;
hw58;ligu vulg;hl;+;no;;;
hw58;lina geni;hl;+;yes;;;
hw58;meli cili;hl;+;yes;;;
hw58;orig vulg;hl;1;no;;;
hw58;peuc aust;hl;+;no;;;
hw58;pinu nigr nigr;hl;+;no;;;
hw58;prun maha;hl;2a;yes;;;
hw58;rosa micr;hl;+;yes;;;
hw58;sang mino mino;hl;+;yes;;;
hw58;scab ochr;hl;+;no;;;
hw58;secu vari;hl;1;yes;;;
hw58;sorb pann;hl;1;no;;;
hw58;teuc cham;hl;1;no;;;
hw58;verb chai aust;hl;+;no;;;
hw58;vinc hiru;hl;+;no;;;
hw58;homa lute;ml;1;no;;;
hw58;hypn cupr;ml;+;no;;;
hw58;acer camp;sl;1;yes;;;
